Model	k	Method	Error	Coverage	AveragePrecision	AverageRecall	AverageF1	WeightedAverageF1
counts	43	median	0	20	0.925833333333333	0.925833333333333	0.925833333333333	0.925833333333333
counts	43	median	0.001	20	0.945833333333333	0.945833333333333	0.945833333333333	0.945833333333333
counts	43	median	0.01	20	0.899166666666667	0.899166666666667	0.899166666666667	0.899166666666667
counts	47	coverage	0	20	0.951666666666667	0.951666666666667	0.951666666666667	0.951666666666667
counts	47	coverage	0.001	20	0.949444444444444	0.949444444444444	0.949444444444444	0.949444444444444
counts	47	coverage	0.01	20	0.927222222222222	0.927222222222222	0.927222222222222	0.927222222222222
counts	47	mean	0	20	0.948888888888889	0.948888888888889	0.948888888888889	0.948888888888889
counts	47	mean	0.001	20	0.947777777777778	0.947777777777778	0.947777777777778	0.947777777777778
counts	47	mean	0.01	20	0.925	0.925	0.925	0.925
counts	47	median	0	20	0.948611111111111	0.948611111111111	0.948611111111111	0.948611111111111
counts	47	median	0.001	20	0.943333333333333	0.943333333333333	0.943333333333333	0.943333333333333
counts	47	median	0.01	20	0.913611111111111	0.913611111111111	0.913611111111111	0.913611111111111
counts	51	coverage	0	20	0.953055555555556	0.953055555555556	0.953055555555556	0.953055555555556
counts	51	coverage	0.001	20	0.950833333333333	0.950833333333333	0.950833333333333	0.950833333333333
counts	51	coverage	0.01	20	0.924444444444444	0.924444444444444	0.924444444444444	0.924444444444444
counts	51	mean	0	20	0.951388888888889	0.951388888888889	0.951388888888889	0.951388888888889
counts	51	mean	0.001	20	0.948611111111111	0.948611111111111	0.948611111111111	0.948611111111111
counts	51	mean	0.01	20	0.922777777777778	0.922777777777778	0.922777777777778	0.922777777777778
counts	51	median	0	20	0.953055555555556	0.953055555555556	0.953055555555556	0.953055555555556
counts	51	median	0.001	20	0.936666666666667	0.936666666666667	0.936666666666667	0.936666666666667
counts	51	median	0.01	20	0.923611111111111	0.923611111111111	0.923611111111111	0.923611111111111
counts	55	coverage	0	20	0.959444444444444	0.959444444444444	0.959444444444444	0.959444444444444
counts	55	coverage	0.001	20	0.954444444444444	0.954444444444444	0.954444444444444	0.954444444444444
counts	55	coverage	0.01	20	0.927222222222222	0.927222222222222	0.927222222222222	0.927222222222222
counts	55	mean	0	20	0.955833333333333	0.955833333333333	0.955833333333333	0.955833333333333
counts	55	mean	0.001	20	0.952777777777778	0.952777777777778	0.952777777777778	0.952777777777778
counts	55	mean	0.01	20	0.925555555555556	0.925555555555556	0.925555555555556	0.925555555555556
counts	55	median	0	20	0.957777777777778	0.957777777777778	0.957777777777778	0.957777777777778
counts	55	median	0.001	20	0.946388888888889	0.946388888888889	0.946388888888889	0.946388888888889
counts	55	median	0.01	20	0.916111111111111	0.916111111111111	0.916111111111111	0.916111111111111
counts	59	coverage	0	20	0.966944444444444	0.966944444444444	0.966944444444444	0.966944444444444
counts	59	coverage	0.001	20	0.962777777777778	0.962777777777778	0.962777777777778	0.962777777777778
counts	59	coverage	0.01	20	0.929166666666667	0.929166666666667	0.929166666666667	0.929166666666667
counts	59	mean	0	20	0.965277777777778	0.965277777777778	0.965277777777778	0.965277777777778
counts	59	mean	0.001	20	0.960833333333333	0.960833333333333	0.960833333333333	0.960833333333333
counts	59	mean	0.01	20	0.928611111111111	0.928611111111111	0.928611111111111	0.928611111111111
counts	59	median	0	20	0.961388888888889	0.961388888888889	0.961388888888889	0.961388888888889
counts	59	median	0.001	20	0.963055555555556	0.963055555555556	0.963055555555556	0.963055555555556
counts	59	median	0.01	20	0.895555555555556	0.895555555555556	0.895555555555556	0.895555555555556
counts	63	coverage	0	20	0.97	0.97	0.97	0.97
counts	63	coverage	0.001	20	0.965555555555556	0.965555555555556	0.965555555555556	0.965555555555556
counts	63	coverage	0.01	20	0.930277777777778	0.930277777777778	0.930277777777778	0.930277777777778
counts	63	mean	0	20	0.9675	0.9675	0.9675	0.9675
counts	63	mean	0.001	20	0.965	0.965	0.965	0.965
counts	63	mean	0.01	20	0.929166666666667	0.929166666666667	0.929166666666667	0.929166666666667
counts	63	median	0	20	0.956388888888889	0.956388888888889	0.956388888888889	0.956388888888889
counts	63	median	0.001	20	0.966388888888889	0.966388888888889	0.966388888888889	0.966388888888889
counts	63	median	0.01	20	0.930277777777778	0.930277777777778	0.930277777777778	0.930277777777778
counts	67	coverage	0	20	0.973055555555556	0.973055555555556	0.973055555555556	0.973055555555556
counts	67	coverage	0.001	20	0.971944444444444	0.971944444444444	0.971944444444444	0.971944444444444
counts	67	coverage	0.01	20	0.93	0.93	0.93	0.93
counts	67	mean	0	20	0.972222222222222	0.972222222222222	0.972222222222222	0.972222222222222
counts	67	mean	0.001	20	0.970277777777778	0.970277777777778	0.970277777777778	0.970277777777778
counts	67	mean	0.01	20	0.928611111111111	0.928611111111111	0.928611111111111	0.928611111111111
counts	67	median	0	20	0.971388888888889	0.971388888888889	0.971388888888889	0.971388888888889
counts	67	median	0.001	20	0.967777777777778	0.967777777777778	0.967777777777778	0.967777777777778
counts	67	median	0.01	20	0.896111111111111	0.896111111111111	0.896111111111111	0.896111111111111
counts	71	coverage	0	20	0.976944444444444	0.976944444444444	0.976944444444444	0.976944444444444
counts	71	coverage	0.001	20	0.973333333333333	0.973333333333333	0.973333333333333	0.973333333333333
counts	71	coverage	0.01	20	0.9225	0.9225	0.9225	0.9225
counts	71	mean	0	20	0.975	0.975	0.975	0.975
counts	71	mean	0.001	20	0.971666666666667	0.971666666666667	0.971666666666667	0.971666666666667
counts	71	mean	0.01	20	0.920833333333333	0.920833333333333	0.920833333333333	0.920833333333333
counts	71	median	0	20	0.976944444444444	0.976944444444444	0.976944444444444	0.976944444444444
counts	71	median	0.001	20	0.955833333333333	0.955833333333333	0.955833333333333	0.955833333333333
counts	71	median	0.01	20	0.9225	0.9225	0.9225	0.9225
counts	75	coverage	0	20	0.979166666666667	0.979166666666667	0.979166666666667	0.979166666666667
counts	75	coverage	0.001	20	0.974166666666667	0.974166666666667	0.974166666666667	0.974166666666667
counts	75	coverage	0.01	20	0.913055555555556	0.913055555555556	0.913055555555556	0.913055555555556
counts	75	mean	0	20	0.9775	0.9775	0.9775	0.9775
counts	75	mean	0.001	20	0.9725	0.9725	0.9725	0.9725
counts	75	mean	0.01	20	0.911388888888889	0.911388888888889	0.911388888888889	0.911388888888889
counts	75	median	0	20	0.978888888888889	0.978888888888889	0.978888888888889	0.978888888888889
counts	75	median	0.001	20	0.973055555555556	0.973055555555556	0.973055555555556	0.973055555555556
counts	75	median	0.01	20	0.858055555555556	0.858055555555556	0.858055555555556	0.858055555555556
counts	79	coverage	0	20	0.979166666666667	0.979166666666667	0.979166666666667	0.979166666666667
counts	79	coverage	0.001	20	0.974166666666667	0.974166666666667	0.974166666666667	0.974166666666667
counts	79	coverage	0.01	20	0.895833333333333	0.895833333333333	0.895833333333333	0.895833333333333
counts	79	mean	0	20	0.977777777777778	0.977777777777778	0.977777777777778	0.977777777777778
counts	79	mean	0.001	20	0.974166666666667	0.974166666666667	0.974166666666667	0.974166666666667
counts	79	mean	0.01	20	0.896111111111111	0.896111111111111	0.896111111111111	0.896111111111111
counts	79	median	0	20	0.9725	0.9725	0.9725	0.9725
counts	79	median	0.001	20	0.974722222222222	0.974722222222222	0.974722222222222	0.974722222222222
counts	79	median	0.01	20	0.896666666666667	0.896666666666667	0.896666666666667	0.896666666666667
counts	83	coverage	0	20	0.979444444444444	0.979444444444444	0.979444444444444	0.979444444444444
counts	83	coverage	0.001	20	0.974444444444444	0.974444444444444	0.974444444444444	0.974444444444444
counts	83	coverage	0.01	20	0.855555555555556	0.855555555555556	0.855555555555556	0.855555555555556
counts	83	mean	0	20	0.976666666666667	0.976666666666667	0.976666666666667	0.976666666666667
counts	83	mean	0.001	20	0.972222222222222	0.972222222222222	0.972222222222222	0.972222222222222
counts	83	mean	0.01	20	0.852777777777778	0.852777777777778	0.852777777777778	0.852777777777778
counts	83	median	0	20	0.954166666666667	0.954166666666667	0.954166666666667	0.954166666666667
counts	83	median	0.001	20	0.9675	0.9675	0.9675	0.9675
counts	83	median	0.01	20	0.204295710060229	0.206111111111111	0.205144812200159	0.205144812200159
counts	87	coverage	0	20	0.974722222222222	0.974722222222222	0.974722222222222	0.974722222222222
counts	87	coverage	0.001	20	0.968333333333333	0.968333333333333	0.968333333333333	0.968333333333333
counts	87	coverage	0.01	20	0.735833333333333	0.735833333333333	0.735833333333333	0.735833333333333
counts	87	mean	0	20	0.973888888888889	0.973888888888889	0.973888888888889	0.973888888888889
counts	87	mean	0.001	20	0.9675	0.9675	0.9675	0.9675
counts	87	mean	0.01	20	0.733055555555556	0.733055555555556	0.733055555555556	0.733055555555556
counts	87	median	0	20	0.963888888888889	0.963888888888889	0.963888888888889	0.963888888888889
counts	87	median	0.001	20	0.922222222222222	0.922222222222222	0.922222222222222	0.922222222222222
counts	87	median	0.01	20	0.327329416628147	0.366944444444444	0.344000265800811	0.344000265800811
counts	91	coverage	0	20	0.961944444444444	0.961944444444444	0.961944444444444	0.961944444444444
counts	91	coverage	0.001	20	0.956111111111111	0.956111111111111	0.956111111111111	0.956111111111111
counts	91	coverage	0.01	20	0.0330555555555556	0.0330555555555556	0.0330555555555556	0.0330555555555556
counts	91	mean	0	20	0.958055555555556	0.958055555555556	0.958055555555556	0.958055555555556
counts	91	mean	0.001	20	0.955	0.955	0.955	0.955
counts	91	mean	0.01	20	0.0330555555555556	0.0330555555555556	0.0330555555555556	0.0330555555555556
counts	91	median	0	20	0.961944444444444	0.961944444444444	0.961944444444444	0.961944444444444
counts	91	median	0.001	20	0.928888888888889	0.928888888888889	0.928888888888889	0.928888888888889
counts	91	median	0.01	20	0.218968877644674	0.319444444444444	0.257640118038537	0.257640118038537
counts	95	coverage	0	20	0.899166666666667	0.899166666666667	0.899166666666667	0.899166666666667
counts	95	coverage	0.001	20	0.830555555555556	0.830555555555556	0.830555555555556	0.830555555555555
counts	95	coverage	0.01	20	0	0	0	0
counts	95	mean	0	20	0.898611111111111	0.898611111111111	0.898611111111111	0.898611111111111
counts	95	mean	0.001	20	0.827222222222222	0.827222222222222	0.827222222222222	0.827222222222222
counts	95	mean	0.01	20	0	0	0	0
counts	95	median	0	20	0.400857692662325	0.454166666666667	0.422471068885845	0.422471068885845
counts	95	median	0.001	20	0.434653695612707	0.520833333333333	0.468740925310449	0.468740925310449
counts	95	median	0.01	20	0	0	0	0
counts	99	coverage	0	20	0	0	0	0
counts	99	coverage	0.001	20	0	0	0	0
counts	99	coverage	0.01	20	0	0	0	0
counts	99	mean	0	20	0	0	0	0
counts	99	mean	0.001	20	0	0	0	0
counts	99	mean	0.01	20	0	0	0	0
counts	99	median	0	20	0	0	0	0
counts	99	median	0.001	20	0	0	0	0
counts	99	median	0.01	20	0	0	0	0
counts	11	coverage	0	40	0.862222222222222	0.862222222222222	0.862222222222222	0.862222222222222
counts	11	coverage	0.001	40	0.861388888888889	0.861388888888889	0.861388888888889	0.861388888888889
counts	11	coverage	0.01	40	0.863333333333333	0.863333333333333	0.863333333333333	0.863333333333333
counts	11	mean	0	40	0.852777777777778	0.852777777777778	0.852777777777778	0.852777777777778
counts	11	mean	0.001	40	0.854444444444444	0.854444444444444	0.854444444444444	0.854444444444444
counts	11	mean	0.01	40	0.854722222222222	0.854722222222222	0.854722222222222	0.854722222222222
counts	11	median	0	40	0.860555555555556	0.860555555555556	0.860555555555556	0.860555555555556
counts	11	median	0.001	40	0.854722222222222	0.854722222222222	0.854722222222222	0.854722222222222
counts	11	median	0.01	40	0.843055555555556	0.843055555555556	0.843055555555556	0.843055555555556
counts	15	coverage	0	40	0.950555555555556	0.950555555555556	0.950555555555556	0.950555555555556
counts	15	coverage	0.001	40	0.9525	0.9525	0.9525	0.9525
counts	15	coverage	0.01	40	0.95	0.95	0.95	0.95
counts	15	mean	0	40	0.947222222222222	0.947222222222222	0.947222222222222	0.947222222222222
counts	15	mean	0.001	40	0.9475	0.9475	0.9475	0.9475
counts	15	mean	0.01	40	0.945277777777778	0.945277777777778	0.945277777777778	0.945277777777778
counts	15	median	0	40	0.938333333333333	0.938333333333333	0.938333333333333	0.938333333333333
counts	15	median	0.001	40	0.951944444444444	0.951944444444444	0.951944444444444	0.951944444444444
counts	15	median	0.01	40	0.936944444444444	0.936944444444444	0.936944444444444	0.936944444444444
counts	19	coverage	0	40	0.958611111111111	0.958611111111111	0.958611111111111	0.958611111111111
counts	19	coverage	0.001	40	0.960833333333333	0.960833333333333	0.960833333333333	0.960833333333333
counts	19	coverage	0.01	40	0.956944444444444	0.956944444444444	0.956944444444444	0.956944444444444
counts	19	mean	0	40	0.956111111111111	0.956111111111111	0.956111111111111	0.956111111111111
counts	19	mean	0.001	40	0.9575	0.9575	0.9575	0.9575
counts	19	mean	0.01	40	0.955555555555555	0.955555555555555	0.955555555555555	0.955555555555555
counts	19	median	0	40	0.959722222222222	0.959722222222222	0.959722222222222	0.959722222222222
counts	19	median	0.001	40	0.956666666666667	0.956666666666667	0.956666666666667	0.956666666666667
counts	19	median	0.01	40	0.956944444444444	0.956944444444444	0.956944444444444	0.956944444444444
counts	23	coverage	0	40	0.966666666666667	0.966666666666667	0.966666666666667	0.966666666666667
counts	23	coverage	0.001	40	0.965277777777778	0.965277777777778	0.965277777777778	0.965277777777778
counts	23	coverage	0.01	40	0.964166666666667	0.964166666666667	0.964166666666667	0.964166666666667
counts	23	mean	0	40	0.962777777777778	0.962777777777778	0.962777777777778	0.962777777777778
counts	23	mean	0.001	40	0.9625	0.9625	0.9625	0.9625
counts	23	mean	0.01	40	0.960277777777778	0.960277777777778	0.960277777777778	0.960277777777778
counts	23	median	0	40	0.9625	0.9625	0.9625	0.9625
counts	23	median	0.001	40	0.956944444444444	0.956944444444444	0.956944444444444	0.956944444444444
counts	23	median	0.01	40	0.961666666666667	0.961666666666667	0.961666666666667	0.961666666666667
counts	27	coverage	0	40	0.971388888888889	0.971388888888889	0.971388888888889	0.971388888888889
counts	27	coverage	0.001	40	0.971666666666667	0.971666666666667	0.971666666666667	0.971666666666667
counts	27	coverage	0.01	40	0.966388888888889	0.966388888888889	0.966388888888889	0.966388888888889
counts	27	mean	0	40	0.9675	0.9675	0.9675	0.9675
counts	27	mean	0.001	40	0.967222222222222	0.967222222222222	0.967222222222222	0.967222222222222
counts	27	mean	0.01	40	0.965277777777778	0.965277777777778	0.965277777777778	0.965277777777778
counts	27	median	0	40	0.965	0.965	0.965	0.965
counts	27	median	0.001	40	0.970833333333333	0.970833333333333	0.970833333333333	0.970833333333333
counts	27	median	0.01	40	0.957777777777778	0.957777777777778	0.957777777777778	0.957777777777778
counts	31	coverage	0	40	0.975555555555556	0.975555555555556	0.975555555555556	0.975555555555556
counts	31	coverage	0.001	40	0.975277777777778	0.975277777777778	0.975277777777778	0.975277777777778
counts	31	coverage	0.01	40	0.967777777777778	0.967777777777778	0.967777777777778	0.967777777777778
counts	31	mean	0	40	0.973055555555556	0.973055555555556	0.973055555555556	0.973055555555556
counts	31	mean	0.001	40	0.972222222222222	0.972222222222222	0.972222222222222	0.972222222222222
counts	31	mean	0.01	40	0.966388888888889	0.966388888888889	0.966388888888889	0.966388888888889
counts	31	median	0	40	0.975555555555556	0.975555555555556	0.975555555555556	0.975555555555556
counts	31	median	0.001	40	0.973611111111111	0.973611111111111	0.973611111111111	0.973611111111111
counts	31	median	0.01	40	0.957222222222222	0.957222222222222	0.957222222222222	0.957222222222222
counts	35	coverage	0	40	0.9775	0.9775	0.9775	0.9775
counts	35	coverage	0.001	40	0.976944444444444	0.976944444444444	0.976944444444444	0.976944444444444
counts	35	coverage	0.01	40	0.970555555555556	0.970555555555556	0.970555555555556	0.970555555555556
counts	35	mean	0	40	0.976944444444444	0.976944444444444	0.976944444444444	0.976944444444444
counts	35	mean	0.001	40	0.975277777777778	0.975277777777778	0.975277777777778	0.975277777777778
counts	35	mean	0.01	40	0.969722222222222	0.969722222222222	0.969722222222222	0.969722222222222
counts	35	median	0	40	0.970833333333333	0.970833333333333	0.970833333333333	0.970833333333333
counts	35	median	0.001	40	0.967777777777778	0.967777777777778	0.967777777777778	0.967777777777778
counts	35	median	0.01	40	0.961666666666667	0.961666666666667	0.961666666666667	0.961666666666667
counts	39	coverage	0	40	0.978611111111111	0.978611111111111	0.978611111111111	0.978611111111111
counts	39	coverage	0.001	40	0.978611111111111	0.978611111111111	0.978611111111111	0.978611111111111
counts	39	coverage	0.01	40	0.970833333333333	0.970833333333333	0.970833333333333	0.970833333333333
counts	39	mean	0	40	0.977777777777778	0.977777777777778	0.977777777777778	0.977777777777778
counts	39	mean	0.001	40	0.976666666666667	0.976666666666667	0.976666666666667	0.976666666666667
counts	39	mean	0.01	40	0.968888888888889	0.968888888888889	0.968888888888889	0.968888888888889
counts	39	median	0	40	0.978888888888889	0.978888888888889	0.978888888888889	0.978888888888889
counts	39	median	0.001	40	0.978611111111111	0.978611111111111	0.978611111111111	0.978611111111111
counts	39	median	0.01	40	0.968611111111111	0.968611111111111	0.968611111111111	0.968611111111111
counts	43	coverage	0	40	0.980555555555556	0.980555555555556	0.980555555555556	0.980555555555556
counts	43	coverage	0.001	40	0.980555555555556	0.980555555555556	0.980555555555556	0.980555555555556
counts	43	coverage	0.01	40	0.970277777777778	0.970277777777778	0.970277777777778	0.970277777777778
counts	43	mean	0	40	0.98	0.98	0.98	0.98
counts	43	mean	0.001	40	0.978611111111111	0.978611111111111	0.978611111111111	0.978611111111111
counts	43	mean	0.01	40	0.968055555555556	0.968055555555556	0.968055555555556	0.968055555555556
counts	43	median	0	40	0.976666666666667	0.976666666666667	0.976666666666667	0.976666666666667
counts	43	median	0.001	40	0.977777777777778	0.977777777777778	0.977777777777778	0.977777777777778
counts	43	median	0.01	40	0.969444444444444	0.969444444444444	0.969444444444444	0.969444444444444
counts	47	coverage	0	40	0.980555555555556	0.980555555555556	0.980555555555556	0.980555555555556
counts	47	coverage	0.001	40	0.980833333333333	0.980833333333333	0.980833333333333	0.980833333333333
counts	47	coverage	0.01	40	0.97	0.97	0.97	0.97
counts	47	mean	0	40	0.980555555555556	0.980555555555556	0.980555555555556	0.980555555555556
counts	47	mean	0.001	40	0.979722222222222	0.979722222222222	0.979722222222222	0.979722222222222
counts	47	mean	0.01	40	0.966388888888889	0.966388888888889	0.966388888888889	0.966388888888889
counts	47	median	0	40	0.975555555555556	0.975555555555556	0.975555555555556	0.975555555555556
counts	47	median	0.001	40	0.975	0.975	0.975	0.975
counts	47	median	0.01	40	0.958333333333333	0.958333333333333	0.958333333333333	0.958333333333333
counts	51	coverage	0	40	0.981111111111111	0.981111111111111	0.981111111111111	0.981111111111111
counts	51	coverage	0.001	40	0.981388888888889	0.981388888888889	0.981388888888889	0.981388888888889
counts	51	coverage	0.01	40	0.968055555555556	0.968055555555556	0.968055555555556	0.968055555555556
counts	51	mean	0	40	0.980555555555556	0.980555555555556	0.980555555555556	0.980555555555556
counts	51	mean	0.001	40	0.980277777777778	0.980277777777778	0.980277777777778	0.980277777777778
counts	51	mean	0.01	40	0.965277777777778	0.965277777777778	0.965277777777778	0.965277777777778
counts	51	median	0	40	0.981111111111111	0.981111111111111	0.981111111111111	0.981111111111111
counts	51	median	0.001	40	0.981388888888889	0.981388888888889	0.981388888888889	0.981388888888889
counts	51	median	0.01	40	0.967777777777778	0.967777777777778	0.967777777777778	0.967777777777778
counts	55	coverage	0	40	0.985833333333333	0.985833333333333	0.985833333333333	0.985833333333333
counts	55	coverage	0.001	40	0.984166666666667	0.984166666666667	0.984166666666667	0.984166666666667
counts	55	coverage	0.01	40	0.971111111111111	0.971111111111111	0.971111111111111	0.971111111111111
counts	55	mean	0	40	0.985	0.985	0.985	0.985
counts	55	mean	0.001	40	0.983333333333333	0.983333333333333	0.983333333333333	0.983333333333333
counts	55	mean	0.01	40	0.968611111111111	0.968611111111111	0.968611111111111	0.968611111111111
counts	55	median	0	40	0.982777777777778	0.982777777777778	0.982777777777778	0.982777777777778
counts	55	median	0.001	40	0.982777777777778	0.982777777777778	0.982777777777778	0.982777777777778
counts	55	median	0.01	40	0.958611111111111	0.958611111111111	0.958611111111111	0.958611111111111
counts	59	coverage	0	40	0.988333333333333	0.988333333333333	0.988333333333333	0.988333333333333
counts	59	coverage	0.001	40	0.986666666666667	0.986666666666667	0.986666666666667	0.986666666666667
counts	59	coverage	0.01	40	0.975	0.975	0.975	0.975
counts	59	mean	0	40	0.988055555555556	0.988055555555556	0.988055555555556	0.988055555555556
counts	59	mean	0.001	40	0.985555555555556	0.985555555555556	0.985555555555556	0.985555555555556
counts	59	mean	0.01	40	0.974444444444444	0.974444444444444	0.974444444444444	0.974444444444444
counts	59	median	0	40	0.988611111111111	0.988611111111111	0.988611111111111	0.988611111111111
counts	59	median	0.001	40	0.986388888888889	0.986388888888889	0.986388888888889	0.986388888888889
