k	Method	Error	Coverage	AveragePrecision	AverageRecall	AverageF1	WeightedAverageF1
19	median	0.01	100	0.99	0.99	0.99	0.99
23	coverage	0	100	0.993611111111111	0.993611111111111	0.993611111111111	0.993611111111111
23	coverage	0.001	100	0.993888888888889	0.993888888888889	0.993888888888889	0.993888888888889
23	coverage	0.01	100	0.9925	0.9925	0.9925	0.9925
23	mean	0	100	0.9925	0.9925	0.9925	0.9925
23	mean	0.001	100	0.992222222222222	0.992222222222222	0.992222222222222	0.992222222222222
23	mean	0.01	100	0.991388888888889	0.991388888888889	0.991388888888889	0.991388888888889
23	median	0	100	0.992222222222222	0.992222222222222	0.992222222222222	0.992222222222222
23	median	0.001	100	0.991666666666667	0.991666666666667	0.991666666666667	0.991666666666667
23	median	0.01	100	0.992222222222222	0.992222222222222	0.992222222222222	0.992222222222222
27	coverage	0	100	0.995555555555556	0.995555555555556	0.995555555555556	0.995555555555556
27	coverage	0.001	100	0.995	0.995	0.995	0.995
27	coverage	0.01	100	0.993888888888889	0.993888888888889	0.993888888888889	0.993888888888889
27	mean	0	100	0.994722222222222	0.994722222222222	0.994722222222222	0.994722222222222
27	mean	0.001	100	0.994722222222222	0.994722222222222	0.994722222222222	0.994722222222222
27	mean	0.01	100	0.992222222222222	0.992222222222222	0.992222222222222	0.992222222222222
27	median	0	100	0.993611111111111	0.993611111111111	0.993611111111111	0.993611111111111
27	median	0.001	100	0.993611111111111	0.993611111111111	0.993611111111111	0.993611111111111
27	median	0.01	100	0.9925	0.9925	0.9925	0.9925
31	coverage	0	100	0.996388888888889	0.996388888888889	0.996388888888889	0.996388888888889
31	coverage	0.001	100	0.996388888888889	0.996388888888889	0.996388888888889	0.996388888888889
31	coverage	0.01	100	0.993888888888889	0.993888888888889	0.993888888888889	0.993888888888889
31	mean	0	100	0.995833333333333	0.995833333333333	0.995833333333333	0.995833333333333
31	mean	0.001	100	0.995555555555556	0.995555555555556	0.995555555555556	0.995555555555556
31	mean	0.01	100	0.993333333333333	0.993333333333333	0.993333333333333	0.993333333333333
31	median	0	100	0.995277777777778	0.995277777777778	0.995277777777778	0.995277777777778
31	median	0.001	100	0.995277777777778	0.995277777777778	0.995277777777778	0.995277777777778
31	median	0.01	100	0.992777777777778	0.992777777777778	0.992777777777778	0.992777777777778
35	coverage	0	100	0.996666666666667	0.996666666666667	0.996666666666667	0.996666666666667
35	coverage	0.001	100	0.996388888888889	0.996388888888889	0.996388888888889	0.996388888888889
35	coverage	0.01	100	0.993888888888889	0.993888888888889	0.993888888888889	0.993888888888889
35	mean	0	100	0.996388888888889	0.996388888888889	0.996388888888889	0.996388888888889
35	mean	0.001	100	0.996388888888889	0.996388888888889	0.996388888888889	0.996388888888889
35	mean	0.01	100	0.993333333333333	0.993333333333333	0.993333333333333	0.993333333333333
35	median	0	100	0.996388888888889	0.996388888888889	0.996388888888889	0.996388888888889
35	median	0.001	100	0.996111111111111	0.996111111111111	0.996111111111111	0.996111111111111
35	median	0.01	100	0.993055555555556	0.993055555555556	0.993055555555556	0.993055555555556
39	coverage	0	100	0.996666666666667	0.996666666666667	0.996666666666667	0.996666666666667
39	coverage	0.001	100	0.996666666666667	0.996666666666667	0.996666666666667	0.996666666666667
39	coverage	0.01	100	0.994166666666667	0.994166666666667	0.994166666666667	0.994166666666667
39	mean	0	100	0.996666666666667	0.996666666666667	0.996666666666667	0.996666666666667
39	mean	0.001	100	0.996388888888889	0.996388888888889	0.996388888888889	0.996388888888889
39	mean	0.01	100	0.992777777777778	0.992777777777778	0.992777777777778	0.992777777777778
39	median	0	100	0.996666666666667	0.996666666666667	0.996666666666667	0.996666666666667
39	median	0.001	100	0.996388888888889	0.996388888888889	0.996388888888889	0.996388888888889
39	median	0.01	100	0.993888888888889	0.993888888888889	0.993888888888889	0.993888888888889
43	coverage	0	100	0.996944444444444	0.996944444444444	0.996944444444444	0.996944444444444
43	coverage	0.001	100	0.996944444444444	0.996944444444444	0.996944444444444	0.996944444444444
43	coverage	0.01	100	0.994166666666667	0.994166666666667	0.994166666666667	0.994166666666667
43	mean	0	100	0.996666666666667	0.996666666666667	0.996666666666667	0.996666666666667
43	mean	0.001	100	0.996944444444444	0.996944444444444	0.996944444444444	0.996944444444444
43	mean	0.01	100	0.993611111111111	0.993611111111111	0.993611111111111	0.993611111111111
43	median	0	100	0.996944444444444	0.996944444444444	0.996944444444444	0.996944444444444
43	median	0.001	100	0.996111111111111	0.996111111111111	0.996111111111111	0.996111111111111
43	median	0.01	100	0.993055555555556	0.993055555555556	0.993055555555556	0.993055555555556
47	coverage	0	100	0.996944444444444	0.996944444444444	0.996944444444444	0.996944444444444
47	coverage	0.001	100	0.996944444444444	0.996944444444444	0.996944444444444	0.996944444444444
47	coverage	0.01	100	0.994722222222222	0.994722222222222	0.994722222222222	0.994722222222222
47	mean	0	100	0.996944444444444	0.996944444444444	0.996944444444444	0.996944444444444
47	mean	0.001	100	0.996944444444444	0.996944444444444	0.996944444444444	0.996944444444444
47	mean	0.01	100	0.993611111111111	0.993611111111111	0.993611111111111	0.993611111111111
47	median	0	100	0.996944444444444	0.996944444444444	0.996944444444444	0.996944444444444
47	median	0.001	100	0.996666666666667	0.996666666666667	0.996666666666667	0.996666666666667
47	median	0.01	100	0.994166666666667	0.994166666666667	0.994166666666667	0.994166666666667
51	coverage	0	100	0.9975	0.9975	0.9975	0.9975
51	coverage	0.001	100	0.996944444444444	0.996944444444444	0.996944444444444	0.996944444444444
51	coverage	0.01	100	0.994444444444444	0.994444444444444	0.994444444444444	0.994444444444444
51	mean	0	100	0.997222222222222	0.997222222222222	0.997222222222222	0.997222222222222
51	mean	0.001	100	0.996944444444444	0.996944444444444	0.996944444444444	0.996944444444444
51	mean	0.01	100	0.994166666666667	0.994166666666667	0.994166666666667	0.994166666666667
51	median	0	100	0.997222222222222	0.997222222222222	0.997222222222222	0.997222222222222
51	median	0.001	100	0.996666666666667	0.996666666666667	0.996666666666667	0.996666666666667
51	median	0.01	100	0.994444444444444	0.994444444444444	0.994444444444444	0.994444444444444
55	coverage	0	100	0.998333333333333	0.998333333333333	0.998333333333333	0.998333333333333
55	coverage	0.001	100	0.998333333333333	0.998333333333333	0.998333333333333	0.998333333333333
55	coverage	0.01	100	0.995	0.995	0.995	0.995
55	mean	0	100	0.998055555555556	0.998055555555556	0.998055555555556	0.998055555555556
55	mean	0.001	100	0.997777777777778	0.997777777777778	0.997777777777778	0.997777777777778
55	mean	0.01	100	0.995277777777778	0.995277777777778	0.995277777777778	0.995277777777778
55	median	0	100	0.998333333333333	0.998333333333333	0.998333333333333	0.998333333333333
55	median	0.001	100	0.997222222222222	0.997222222222222	0.997222222222222	0.997222222222222
55	median	0.01	100	0.993333333333333	0.993333333333333	0.993333333333333	0.993333333333333
59	coverage	0	100	0.998333333333333	0.998333333333333	0.998333333333333	0.998333333333333
59	coverage	0.001	100	0.998333333333333	0.998333333333333	0.998333333333333	0.998333333333333
59	coverage	0.01	100	0.996111111111111	0.996111111111111	0.996111111111111	0.996111111111111
59	mean	0	100	0.998333333333333	0.998333333333333	0.998333333333333	0.998333333333333
59	mean	0.001	100	0.998333333333333	0.998333333333333	0.998333333333333	0.998333333333333
59	mean	0.01	100	0.996111111111111	0.996111111111111	0.996111111111111	0.996111111111111
59	median	0	100	0.998333333333333	0.998333333333333	0.998333333333333	0.998333333333333
59	median	0.001	100	0.998055555555556	0.998055555555556	0.998055555555556	0.998055555555556
59	median	0.01	100	0.995277777777778	0.995277777777778	0.995277777777778	0.995277777777778
63	coverage	0	100	0.998611111111111	0.998611111111111	0.998611111111111	0.998611111111111
63	coverage	0.001	100	0.998888888888889	0.998888888888889	0.998888888888889	0.998888888888889
63	coverage	0.01	100	0.997222222222222	0.997222222222222	0.997222222222222	0.997222222222222
63	mean	0	100	0.998611111111111	0.998611111111111	0.998611111111111	0.998611111111111
63	mean	0.001	100	0.998333333333333	0.998333333333333	0.998333333333333	0.998333333333333
63	mean	0.01	100	0.996388888888889	0.996388888888889	0.996388888888889	0.996388888888889
63	median	0	100	0.998611111111111	0.998611111111111	0.998611111111111	0.998611111111111
63	median	0.001	100	0.998611111111111	0.998611111111111	0.998611111111111	0.998611111111111
63	median	0.01	100	0.996944444444444	0.996944444444444	0.996944444444444	0.996944444444444
67	coverage	0	100	0.999444444444444	0.999444444444444	0.999444444444444	0.999444444444444
67	coverage	0.001	100	0.999166666666667	0.999166666666667	0.999166666666667	0.999166666666667
67	coverage	0.01	100	0.997777777777778	0.997777777777778	0.997777777777778	0.997777777777778
67	mean	0	100	0.999166666666667	0.999166666666667	0.999166666666667	0.999166666666667
67	mean	0.001	100	0.999166666666667	0.999166666666667	0.999166666666667	0.999166666666667
67	mean	0.01	100	0.997777777777778	0.997777777777778	0.997777777777778	0.997777777777778
67	median	0	100	0.999444444444444	0.999444444444444	0.999444444444444	0.999444444444444
67	median	0.001	100	0.999166666666667	0.999166666666667	0.999166666666667	0.999166666666667
67	median	0.01	100	0.996388888888889	0.996388888888889	0.996388888888889	0.996388888888889
71	coverage	0	100	0.999444444444444	0.999444444444444	0.999444444444444	0.999444444444444
71	coverage	0.001	100	0.999166666666667	0.999166666666667	0.999166666666667	0.999166666666667
71	coverage	0.01	100	0.998055555555556	0.998055555555556	0.998055555555556	0.998055555555556
71	mean	0	100	0.999444444444444	0.999444444444444	0.999444444444444	0.999444444444444
71	mean	0.001	100	0.999166666666667	0.999166666666667	0.999166666666667	0.999166666666667
71	mean	0.01	100	0.997777777777778	0.997777777777778	0.997777777777778	0.997777777777778
71	median	0	100	0.999444444444444	0.999444444444444	0.999444444444444	0.999444444444444
71	median	0.001	100	0.999166666666667	0.999166666666667	0.999166666666667	0.999166666666667
71	median	0.01	100	0.997222222222222	0.997222222222222	0.997222222222222	0.997222222222222
75	coverage	0	100	0.999722222222222	0.999722222222222	0.999722222222222	0.999722222222222
75	coverage	0.001	100	0.998888888888889	0.998888888888889	0.998888888888889	0.998888888888889
75	coverage	0.01	100	0.998055555555556	0.998055555555556	0.998055555555556	0.998055555555556
75	mean	0	100	0.999722222222222	0.999722222222222	0.999722222222222	0.999722222222222
75	mean	0.001	100	0.998888888888889	0.998888888888889	0.998888888888889	0.998888888888889
75	mean	0.01	100	0.998055555555556	0.998055555555556	0.998055555555556	0.998055555555556
75	median	0	100	0.999722222222222	0.999722222222222	0.999722222222222	0.999722222222222
75	median	0.001	100	0.999166666666667	0.999166666666667	0.999166666666667	0.999166666666667
75	median	0.01	100	0.996944444444444	0.996944444444444	0.996944444444444	0.996944444444444
79	coverage	0	100	0.999722222222222	0.999722222222222	0.999722222222222	0.999722222222222
79	coverage	0.001	100	0.999444444444444	0.999444444444444	0.999444444444444	0.999444444444444
79	coverage	0.01	100	0.997222222222222	0.997222222222222	0.997222222222222	0.997222222222222
79	mean	0	100	0.999722222222222	0.999722222222222	0.999722222222222	0.999722222222222
79	mean	0.001	100	0.998888888888889	0.998888888888889	0.998888888888889	0.998888888888889
79	mean	0.01	100	0.996944444444444	0.996944444444444	0.996944444444444	0.996944444444444
79	median	0	100	0.999722222222222	0.999722222222222	0.999722222222222	0.999722222222222
79	median	0.001	100	0.999166666666667	0.999166666666667	0.999166666666667	0.999166666666667
79	median	0.01	100	0.997222222222222	0.997222222222222	0.997222222222222	0.997222222222222
83	coverage	0	100	0.999722222222222	0.999722222222222	0.999722222222222	0.999722222222222
83	coverage	0.001	100	0.999722222222222	0.999722222222222	0.999722222222222	0.999722222222222
83	coverage	0.01	100	0.995833333333333	0.995833333333333	0.995833333333333	0.995833333333333
83	mean	0	100	0.999722222222222	0.999722222222222	0.999722222222222	0.999722222222222
83	mean	0.001	100	0.999722222222222	0.999722222222222	0.999722222222222	0.999722222222222
83	mean	0.01	100	0.995555555555556	0.995555555555556	0.995555555555556	0.995555555555556
83	median	0	100	0.999722222222222	0.999722222222222	0.999722222222222	0.999722222222222
83	median	0.001	100	0.998888888888889	0.998888888888889	0.998888888888889	0.998888888888889
83	median	0.01	100	0.996666666666667	0.996666666666667	0.996666666666667	0.996666666666667
87	coverage	0	100	0.999722222222222	0.999722222222222	0.999722222222222	0.999722222222222
87	coverage	0.001	100	0.999722222222222	0.999722222222222	0.999722222222222	0.999722222222222
87	coverage	0.01	100	0.995833333333333	0.995833333333333	0.995833333333333	0.995833333333333
87	mean	0	100	0.999722222222222	0.999722222222222	0.999722222222222	0.999722222222222
87	mean	0.001	100	0.999444444444444	0.999444444444444	0.999444444444444	0.999444444444444
87	mean	0.01	100	0.995555555555556	0.995555555555556	0.995555555555556	0.995555555555556
87	median	0	100	0.999722222222222	0.999722222222222	0.999722222222222	0.999722222222222
87	median	0.001	100	0.999722222222222	0.999722222222222	0.999722222222222	0.999722222222222
87	median	0.01	100	0.996388888888889	0.996388888888889	0.996388888888889	0.996388888888889
91	coverage	0	100	0.999722222222222	0.999722222222222	0.999722222222222	0.999722222222222
91	coverage	0.001	100	0.999444444444444	0.999444444444444	0.999444444444444	0.999444444444444
91	coverage	0.01	100	0.995555555555556	0.995555555555556	0.995555555555556	0.995555555555556
91	mean	0	100	0.999722222222222	0.999722222222222	0.999722222222222	0.999722222222222
91	mean	0.001	100	0.999444444444444	0.999444444444444	0.999444444444444	0.999444444444444
91	mean	0.01	100	0.995555555555556	0.995555555555556	0.995555555555556	0.995555555555556
91	median	0	100	0.999722222222222	0.999722222222222	0.999722222222222	0.999722222222222
91	median	0.001	100	0.999444444444444	0.999444444444444	0.999444444444444	0.999444444444444
91	median	0.01	100	0.995555555555556	0.995555555555556	0.995555555555556	0.995555555555556
95	coverage	0	100	0.999722222222222	0.999722222222222	0.999722222222222	0.999722222222222
95	coverage	0.001	100	0.999444444444444	0.999444444444444	0.999444444444444	0.999444444444444
95	coverage	0.01	100	0.991944444444444	0.991944444444444	0.991944444444444	0.991944444444444
95	mean	0	100	0.999722222222222	0.999722222222222	0.999722222222222	0.999722222222222
95	mean	0.001	100	0.999444444444444	0.999444444444444	0.999444444444444	0.999444444444444
95	mean	0.01	100	0.990833333333333	0.990833333333333	0.990833333333333	0.990833333333333
95	median	0	100	0.999722222222222	0.999722222222222	0.999722222222222	0.999722222222222
95	median	0.001	100	0.998055555555556	0.998055555555556	0.998055555555556	0.998055555555556
95	median	0.01	100	0.980833333333333	0.980833333333333	0.980833333333333	0.980833333333333
99	coverage	0	100	0.999444444444444	0.999444444444444	0.999444444444444	0.999444444444444
99	coverage	0.001	100	0.998888888888889	0.998888888888889	0.998888888888889	0.998888888888889
99	coverage	0.01	100	0.0186111111111111	0.0186111111111111	0.0186111111111111	0.0186111111111111
99	mean	0	100	0.999444444444444	0.999444444444444	0.999444444444444	0.999444444444444
99	mean	0.001	100	0.998888888888889	0.998888888888889	0.998888888888889	0.998888888888889
99	mean	0.01	100	0.0191666666666667	0.0191666666666667	0.0191666666666667	0.0191666666666667
99	median	0	100	0.999444444444444	0.999444444444444	0.999444444444444	0.999444444444444
99	median	0.001	100	0.995555555555556	0.995555555555556	0.995555555555556	0.995555555555556
99	median	0.01	100	0.205528873146311	0.320555555555556	0.248082792448688	0.248082792448688
