HG001	median	301	P019/P622	-27905.328480
HG001	median	301	P001/P042	-27971.669161
HG001	median	321	P001/P001	-27219.617115
HG001	median	321	P001/P052	-27621.607671
HG001	median	321	P001/P622	-27844.038408
HG001	median	321	P001/P019	-28402.871850
HG001	median	321	P001/P035	-28655.858678
HG001	median	321	P019/P052	-28804.862407
HG001	median	321	P001/P059	-28998.475922
HG001	median	321	P001/P608	-29013.782775
HG001	median	321	P019/P622	-29027.293144
HG001	median	321	P001/P042	-29347.990917
HG001	median	341	P001/P001	-28348.842398
HG001	median	341	P001/P052	-28711.323566
HG001	median	341	P001/P622	-28935.140597
HG001	median	341	P001/P019	-29470.407035
HG001	median	341	P001/P035	-29745.574573
HG001	median	341	P019/P052	-29832.888202
HG001	median	341	P019/P622	-30056.705233
HG001	median	341	P001/P059	-30066.011106
HG001	median	341	P001/P608	-30079.238518
HG001	median	341	P052/P059	-30428.492274
HG001	median	361	P001/P001	-29331.554528
HG001	median	361	P001/P052	-29705.537220
HG001	median	361	P001/P622	-29890.126840
HG001	median	361	P001/P019	-30443.826274
HG001	median	361	P001/P035	-30681.152694
HG001	median	361	P019/P052	-30817.808965
HG001	median	361	P019/P622	-31002.398585
HG001	median	361	P001/P608	-31003.033137
HG001	median	361	P001/P059	-31007.827553
HG001	median	361	P052/P059	-31381.810244
HG001	median	381	P001/P001	-30236.128554
HG001	median	381	P001/P052	-30580.999064
HG001	median	381	P001/P622	-30791.928277
HG001	median	381	P001/P019	-31313.049793
HG001	median	381	P001/P035	-31554.535097
HG001	median	381	P019/P052	-31657.920303
HG001	median	381	P001/P608	-31860.473155
HG001	median	381	P019/P622	-31868.849516
HG001	median	381	P001/P059	-31879.823661
HG001	median	381	P052/P059	-32224.694171
HG001	median	401	P001/P001	-30999.157200
HG001	median	401	P001/P052	-31312.142939
HG001	median	401	P001/P622	-31554.956922
HG001	median	401	P001/P019	-32050.431993
HG001	median	401	P001/P035	-32277.361206
HG001	median	401	P019/P052	-32363.417733
HG001	median	401	P001/P608	-32569.436321
HG001	median	401	P019/P622	-32606.231716
HG001	median	401	P001/P059	-32617.205861
HG001	median	401	P052/P059	-32930.191600
HG001	median	421	P001/P001	-31632.478286
HG001	median	421	P001/P052	-31954.886108
HG001	median	421	P001/P622	-32177.880801
HG001	median	421	P001/P019	-32706.344958
HG001	median	421	P001/P035	-32869.093461
HG001	median	421	P019/P052	-33028.752780
HG001	median	421	P001/P608	-33161.168576
HG001	median	421	P001/P059	-33236.664004
HG001	median	421	P019/P622	-33251.747473
HG001	median	421	P001/P043	-33538.432265
HG001	median	441	P001/P001	-32246.239461
HG001	median	441	P001/P052	-32527.058452
HG001	median	441	P001/P622	-32774.313297
HG001	median	441	P001/P019	-33292.380247
HG001	median	441	P001/P035	-33441.265806
HG001	median	441	P019/P052	-33573.199238
HG001	median	441	P001/P608	-33733.340920
HG001	median	441	P019/P622	-33820.454082
HG001	median	441	P001/P059	-33830.323911
HG001	median	441	P001/P043	-34110.604610
HG001	median	461	P001/P001	-32719.618153
HG001	median	461	P001/P052	-32968.552373
HG001	median	461	P001/P622	-33226.897573
HG001	median	461	P001/P019	-33726.249549
HG001	median	461	P001/P035	-33882.759727
HG001	median	461	P019/P052	-33975.183769
HG001	median	461	P001/P608	-34174.834841
HG001	median	461	P019/P622	-34233.528968
HG001	median	461	P001/P059	-34275.976715
HG001	median	461	P052/P059	-34524.910936
HG001	median	481	P001/P001	-33028.336923
HG001	median	481	P001/P052	-33294.317845
HG001	median	481	P001/P622	-33510.663044
HG001	median	481	P001/P019	-34035.379488
HG001	median	481	P001/P035	-34166.525199
HG001	median	481	P019/P052	-34301.360410
HG001	median	481	P001/P608	-34458.600313
HG001	median	481	P019/P622	-34517.705609
HG001	median	481	P001/P059	-34544.492949
HG001	median	481	P052/P059	-34810.473871
HG001	median	501	P001/P001	-33310.213713
HG001	median	501	P001/P052	-33564.411134
HG001	median	501	P001/P622	-33780.756333
HG001	median	501	P001/P019	-34264.577093
HG001	median	501	P001/P035	-34436.618487
HG001	median	501	P019/P052	-34518.774513
HG001	median	501	P001/P608	-34728.693602
HG001	median	501	P019/P622	-34735.119712
HG001	median	501	P001/P059	-34784.780908
HG001	median	501	P052/P059	-35038.978328
HG001	median	521	P001/P001	-33524.723183
HG001	median	521	P001/P052	-33820.920603
HG001	median	521	P001/P622	-33995.265802
HG001	median	521	P001/P019	-34464.941640
HG001	median	521	P001/P035	-34651.127956
HG001	median	521	P019/P052	-34761.139060
HG001	median	521	P019/P622	-34935.484259
HG001	median	521	P001/P608	-34943.203071
HG001	median	521	P001/P059	-34958.394694
HG001	median	521	P052/P059	-35254.592114
HG001	median	541	P001/P001	-33685.407593
HG001	median	541	P001/P052	-33981.605013
HG001	median	541	P001/P622	-34155.950212
HG001	median	541	P001/P019	-34570.174276
HG001	median	541	P001/P035	-34811.812367
HG001	median	541	P019/P052	-34866.371696
HG001	median	541	P019/P622	-35040.716896
HG001	median	541	P001/P059	-35063.627330
HG001	median	541	P001/P608	-35103.887481
HG001	median	541	P052/P059	-35359.824750
HG001	median	561	P001/P001	-33784.649815
HG001	median	561	P001/P052	-34080.847235
HG001	median	561	P001/P622	-34255.192434
HG001	median	561	P001/P019	-34613.964723
HG001	median	561	P019/P052	-34910.162143
HG001	median	561	P001/P035	-34911.054588
HG001	median	561	P019/P622	-35084.507343
HG001	median	561	P001/P059	-35107.417777
HG001	median	561	P001/P608	-35194.811936
HG001	median	561	P052/P059	-35403.615197
HG001	median	581	P001/P001	-33791.567274
HG001	median	581	P001/P052	-34129.764694
HG001	median	581	P001/P622	-34262.109893
HG001	median	581	P001/P019	-34615.748174
HG001	median	581	P001/P035	-34912.426870
HG001	median	581	P019/P052	-34953.945595
HG001	median	581	P001/P059	-35067.201228
HG001	median	581	P019/P622	-35086.290794
HG001	median	581	P001/P608	-35180.934980
HG001	median	581	P052/P059	-35405.398648
HG001	median	601	P001/P001	-33810.667148
HG001	median	601	P001/P052	-34138.467361
HG001	median	601	P001/P622	-34281.209768
HG001	median	601	P001/P019	-34593.952365
HG001	median	601	P001/P035	-34914.891212
HG001	median	601	P019/P052	-34921.752578
HG001	median	601	P001/P059	-35045.405419
HG001	median	601	P019/P622	-35064.494984
HG001	median	601	P001/P608	-35158.446024
HG001	median	601	P052/P059	-35373.205631
HG001	median	621	P001/P001	-33704.747318
HG001	median	621	P001/P052	-34007.594232
HG001	median	621	P001/P622	-34175.289937
HG001	median	621	P001/P019	-34460.306648
HG001	median	621	P019/P052	-34763.153561
HG001	median	621	P001/P035	-34768.768845
HG001	median	621	P001/P059	-34911.759701
HG001	median	621	P019/P622	-34930.849267
HG001	median	621	P001/P608	-35010.937363
HG001	median	621	P001/P005	-35144.801178
HG001	median	641	P001/P001	-33426.903511
HG001	median	641	P001/P052	-33730.161594
HG001	median	641	P001/P622	-33889.128364
HG001	median	641	P001/P019	-34196.736953
HG001	median	641	P001/P035	-34449.336208
HG001	median	641	P019/P052	-34499.995036
HG001	median	641	P001/P059	-34606.190007
HG001	median	641	P019/P622	-34658.961806
HG001	median	641	P001/P608	-34691.504725
HG001	median	641	P001/P005	-34791.972611
