Aligner,Frag,Allele,Graph,Path,Coverage,Error,MeanDiff,MeanDiffNo0,NumReads,NumReadsNo0,NumReadsYesMapRef,NumReadsYesMapGraph,NumReadsSpurious,TotalZnfReads,NumReadsNoMapGraph,NumReadsNoMapRef,PropReadsDiff,PropReadsDiffTotal,PropReadsNoMapRef,PropReadsNoMapGraph,PropReadsYesMapRef,PropReadsYesMapGraph,PropReadsSpuriousTotal
vg,fixedfrag,L10,znf-loop,path,100,0,0.00279918113369033,0.0164248388191381,86461,14735,86461,86461,81,86542,0,0,0.170423659222077,0.170264149199233,0,0,0.999064038270435,0.999064038270435,0.000935961729564836
vg,fixedfrag,L10,znf-msa,nopath,100,0,0.0024039564039564,0.0145275260793421,79365,13133,86542,79365,0,86542,7177,0,0.165475965475965,0.151752906103395,0,0.0829308312726768,1,0.917069168727323,0
vg,fixedfrag,L10,znf-msa,path,100,0,0.00280625210318059,0.0164853442399455,86179,14670,86461,86179,81,86542,282,0,0.170227085484863,0.169513068798965,0,0.00325853342885535,0.999064038270435,0.99580550484158,0.000935961729564836
vg,frag,L10,allele-msa-dag,nopath,100,0,0.00211858439874004,0.0137043547742709,80955,12515,86542,80955,0,86542,5587,0,0.154592057315793,0.144611864759308,0,0.0645582491738116,1,0.935441750826188,0
vg,frag,L10,allele-msa-dag,path,100,0,0.00275942960155311,0.0162309679173464,86536,14712,86539,86536,3,86542,3,0,0.170010169178146,0.169998382288369,0,3.46652492431421e-05,0.999965334750757,0.999930669501514,3.46652492431421e-05
vg,frag,L10,stacked,nopath,100,0,0.00247301888100575,0.0154471309996391,86542,13855,86542,86542,0,86542,0,0,0.160095676087911,0.160095676087911,0,0,1,1,0
vg,frag,L10,stacked,path,100,0,0.0026589782405214,0.0159780570793695,86537,14401,86539,86537,3,86542,2,0,0.166414366109294,0.166404751450163,0,2.31101661620947e-05,0.999965334750757,0.999942224584595,3.46652492431421e-05
vg,frag,L10,znf-loop,nopath,100,0,0.00270189798193915,0.0156578853937371,81613,14083,86542,81613,0,86542,4929,0,0.172558293409138,0.16273023503039,0,0.0569550045064824,1,0.943044995493518,0
vg,frag,L10,znf-loop,path,100,0,0.00275677174817417,0.0161582227038743,86536,14764,86539,86536,3,86542,3,0,0.170611075159471,0.170599246608583,0,3.46652492431421e-05,0.999965334750757,0.999930669501514,3.46652492431421e-05
vg,frag,L10,znf-msa,nopath,100,0,0.0024039564039564,0.0145275260793421,79365,13133,86542,79365,0,86542,7177,0,0.165475965475965,0.151752906103395,0,0.0829308312726768,1,0.917069168727323,0
vg,frag,L10,znf-msa,path,100,0,0.00280249161920449,0.0164689843217451,86209,14670,86539,86209,3,86542,330,0,0.170167847904511,0.169513068798965,0,0.00381317741674563,0.999965334750757,0.996152157334011,3.46652492431421e-05
vg,none,L10,allele-msa-dag,nopath,100,0,0.00217281205608054,0.0143627010696497,80955,12247,86542,80955,0,86542,5587,0,0.1512815761843,0.141515102493587,0,0.0645582491738116,1,0.935441750826188,0
vg,none,L10,allele-msa-dag,path,100,0,0.00276268503218202,0.0162628392626352,86539,14701,86542,86539,0,86542,3,0,0.16987716520875,0.169871276374477,0,3.46652492431421e-05,1,0.999965334750757,0
vg,none,L10,stacked,nopath,100,0,0.00247301888100575,0.0154471309996391,86542,13855,86542,86542,0,86542,0,0,0.160095676087911,0.160095676087911,0,0,1,1,0
vg,none,L10,stacked,path,100,0,0.00265137508666513,0.0159373480586233,86540,14397,86542,86540,0,86542,2,0,0.166362375779986,0.166358531117839,0,2.31101661620947e-05,1,0.999976889833838,0
vg,none,L10,znf-loop,nopath,100,0,0.00270189798193915,0.0156578853937371,81613,14083,86542,81613,0,86542,4929,0,0.172558293409138,0.16273023503039,0,0.0569550045064824,1,0.943044995493518,0
vg,none,L10,znf-loop,path,100,0,0.00276534279342262,0.0162024373730535,86539,14770,86542,86539,0,86542,3,0,0.170674493580929,0.170668577107069,0,3.46652492431421e-05,1,0.999965334750757,0
vg,none,L10,znf-msa,nopath,100,0,0.0024039564039564,0.0145275260793421,79365,13133,86542,79365,0,86542,7177,0,0.165475965475965,0.151752906103395,0,0.0829308312726768,1,0.917069168727323,0
vg,none,L10,znf-msa,path,100,0,0.00279986542455074,0.0164602373482472,86197,14662,86542,86197,0,86542,345,0,0.170098727333898,0.169420628134316,0,0.00398650366296134,1,0.996013496337039,0
vg,fixedfrag,L10,allele-msa,nopath,100,0,0,0,0,0,86542,0,0,86542,86542,0,NA,0,0,1,1,0,0
vg,fixedfrag,L10,allele-msa,path,100,0,0,0,0,0,86461,0,81,86542,86461,0,NA,0,0,0.999064038270435,0.999064038270435,0,0.000935961729564836
vg,frag,L10,allele-msa,nopath,100,0,0,0,0,0,86542,0,0,86542,86542,0,NA,0,0,1,1,0,0
vg,frag,L10,allele-msa,path,100,0,0,0,0,0,86539,0,3,86542,86539,0,NA,0,0,0.999965334750757,0.999965334750757,0,3.46652492431421e-05
vg,none,L10,allele-msa,nopath,100,0,0,0,0,0,86542,0,0,86542,86542,0,NA,0,0,1,1,0,0
vg,none,L10,allele-msa,path,100,0,0,0,0,0,86542,0,0,86542,86542,0,NA,0,0,1,1,0,0
ga,none,L11,allele-msa,nopath,100,0,-0.0440118509261765,-0.0633914763865128,66510,46177,66510,66510,20892,87402,0,0,0.694286573447602,0.528328871192879,0,0,0.760966568270749,0.760966568270749,0.239033431729251
ga,none,L11,allele-msa,path,100,0,-0.0440866163313787,-0.0633592094081549,66510,46279,66510,66510,20892,87402,0,0,0.69582017741693,0.529495892542505,0,0,0.760966568270749,0.760966568270749,0.239033431729251
ga,none,L11,allele-msa-dag,nopath,100,0,-0.0449467918162682,-0.0707134505901833,66510,42275,66510,66510,20892,87402,0,0,0.635618703954293,0.483684583876799,0,0,0.760966568270749,0.760966568270749,0.239033431729251
ga,none,L11,allele-msa-dag,path,100,0,-0.0449467918162682,-0.0707134505901833,66510,42275,66510,66510,20892,87402,0,0,0.635618703954293,0.483684583876799,0,0,0.760966568270749,0.760966568270749,0.239033431729251
ga,none,L11,stacked,nopath,100,0,0.00125415756878665,0.0020806689922674,66510,40090,66510,66510,20892,87402,0,0,0.602766501278003,0.458685155946088,0,0,0.760966568270749,0.760966568270749,0.239033431729251
ga,none,L11,stacked,path,100,0,0.00125415756878665,0.0020806689922674,66510,40090,66510,66510,20892,87402,0,0,0.602766501278003,0.458685155946088,0,0,0.760966568270749,0.760966568270749,0.239033431729251
ga,none,L11,znf-loop,nopath,100,0,0.0122399736250188,0.0311288102554298,66510,26152,66510,66510,20892,87402,0,0,0.393204029469253,0.299215120935448,0,0,0.760966568270749,0.760966568270749,0.239033431729251
ga,none,L11,znf-loop,path,100,0,0.0122399736250188,0.0311288102554298,66510,26152,66510,66510,20892,87402,0,0,0.393204029469253,0.299215120935448,0,0,0.760966568270749,0.760966568270749,0.239033431729251
ga,none,L11,znf-msa,nopath,100,0,0,0,6094,0,66510,6094,20892,87402,60416,0,0,0,0,0.691242763323494,0.760966568270749,0.0697238049472552,0.239033431729251
ga,none,L11,znf-msa,path,100,0,0,0,6094,0,66510,6094,20892,87402,60416,0,0,0,0,0.691242763323494,0.760966568270749,0.0697238049472552,0.239033431729251
mg,none,L11,allele-msa,nopath,100,0,-0.0182582377875061,-0.034446027792344,14391,7628,32066,14391,11815,87402,61196,43521,0.530053505663262,0.0872748907347658,0.497940550559484,0.700167044232397,0.366879476442187,0.164652982769273,0.13517997299833
mg,none,L11,allele-msa,path,100,0,-0.0209254243409173,-0.0334540993071594,8307,5196,32066,8307,11815,87402,67280,43521,0.625496569158541,0.0594494405162353,0.497940550559484,0.769776435321846,0.366879476442187,0.0950435916798243,0.13517997299833
mg,none,L11,allele-msa-dag,nopath,100,0,-0.0186858697686023,-0.0242308759301197,32066,24728,32066,32066,11815,87402,43521,43521,0.771159483565147,0.282922587583808,0.497940550559484,0.497940550559484,0.366879476442187,0.366879476442187,0.13517997299833
mg,none,L11,allele-msa-dag,path,100,0,-0.0186858697686023,-0.0242308759301197,32066,24728,32066,32066,11815,87402,43521,43521,0.771159483565147,0.282922587583808,0.497940550559484,0.497940550559484,0.366879476442187,0.366879476442187,0.13517997299833
mg,none,L11,stacked,nopath,100,0,0.00153076155429427,0.00496815789473684,32066,9880,32066,32066,11815,87402,43521,43521,0.308114513815256,0.11304089151278,0.497940550559484,0.497940550559484,0.366879476442187,0.366879476442187,0.13517997299833
mg,none,L11,stacked,path,100,0,0.00153076155429427,0.00496815789473684,32066,9880,32066,32066,11815,87402,43521,43521,0.308114513815256,0.11304089151278,0.497940550559484,0.497940550559484,0.366879476442187,0.366879476442187,0.13517997299833
mg,none,L11,znf-loop,nopath,100,0,-0.0136450445955217,-0.0145073607427056,32066,30160,32066,32066,11815,87402,43521,43521,0.940560094804466,0.345072195144276,0.497940550559484,0.497940550559484,0.366879476442187,0.366879476442187,0.13517997299833
mg,none,L11,znf-loop,path,100,0,-0.0136450445955217,-0.0145073607427056,32066,30160,32066,32066,11815,87402,43521,43521,0.940560094804466,0.345072195144276,0.497940550559484,0.497940550559484,0.366879476442187,0.366879476442187,0.13517997299833
mg,none,L11,znf-msa,nopath,100,0,-1.5063731170336e-06,-0.0026,3452,2,32066,3452,11815,87402,72135,43521,0.000579374275782155,2.28827715612915e-05,0.497940550559484,0.825324363286881,0.366879476442187,0.0394956637147891,0.13517997299833
mg,none,L11,znf-msa,path,100,0,-1.5063731170336e-06,-0.0026,3452,2,32066,3452,11815,87402,72135,43521,0.000579374275782155,2.28827715612915e-05,0.497940550559484,0.825324363286881,0.366879476442187,0.0394956637147891,0.13517997299833
vg,fixedfrag,L11,allele-msa-dag,nopath,100,0,0.00116066338101332,0.00669321253744429,78929,13687,87402,78929,0,87402,8473,0,0.173409013163729,0.156598247179698,0,0.0969428617194115,1,0.903057138280589,0
vg,fixedfrag,L11,allele-msa-dag,path,100,0,0.00148408882783883,0.0100007713668621,87360,12964,87360,87360,42,87402,0,0,0.148397435897436,0.148326125260292,0,0,0.999519461797213,0.999519461797213,0.000480538202787122
vg,fixedfrag,L11,stacked,nopath,100,0,0.00148360449417633,0.01,87402,12967,87402,87402,0,87402,0,0,0.148360449417633,0.148360449417633,0,0,1,1,0
vg,fixedfrag,L11,stacked,path,100,0,0.00142055860805861,0.00953881629515757,87360,13010,87360,87360,42,87402,0,0,0.148923992673993,0.148852429006201,0,0,0.999519461797213,0.999519461797213,0.000480538202787122
vg,fixedfrag,L11,znf-loop,nopath,100,0,0.00157397067391727,0.01,82384,12967,87402,82384,0,87402,5018,0,0.157397067391727,0.148360449417633,0,0.0574128738472804,1,0.94258712615272,0
vg,fixedfrag,L11,znf-loop,path,100,0,0.00148042582417582,0.0099768572089794,87360,12963,87360,87360,42,87402,0,0,0.148385989010989,0.148314683874511,0,0,0.999519461797213,0.999519461797213,0.000480538202787122
vg,fixedfrag,L11,znf-msa,nopath,100,0,0.00161118940423781,0.01,80183,12919,87402,80183,0,87402,7219,0,0.161118940423781,0.147811262900162,0,0.0825953639504817,1,0.917404636049518,0
vg,fixedfrag,L11,znf-msa,path,100,0,0.00148433823445015,0.0100061900340452,87123,12924,87360,87123,42,87402,237,0,0.14834199924245,0.147868469829066,0,0.00271160843001304,0.999519461797213,0.9968078533672,0.000480538202787122
vg,frag,L11,allele-msa-dag,nopath,100,0,0.00116066338101332,0.00669321253744429,78929,13687,87402,78929,0,87402,8473,0,0.173409013163729,0.156598247179698,0,0.0969428617194115,1,0.903057138280589,0
vg,frag,L11,allele-msa-dag,path,100,0,0.0014438557746221,0.0096682246571144,87391,13051,87401,87391,1,87402,10,0,0.149340321085695,0.149321525823208,0,0.000114413857806458,0.999988558614219,0.999874144756413,1.14413857806458e-05
vg,frag,L11,stacked,nopath,100,0,0.00148360449417633,0.01,87402,12967,87402,87402,0,87402,0,0,0.148360449417633,0.148360449417633,0,0,1,1,0
vg,frag,L11,stacked,path,100,0,0.00146634477866386,0.0098713702534083,87401,12983,87401,87401,1,87402,0,0,0.14854521115319,0.148543511590124,0,0,0.999988558614219,0.999988558614219,1.14413857806458e-05
vg,frag,L11,znf-loop,nopath,100,0,0.00157397067391727,0.01,82384,12967,87402,82384,0,87402,5018,0,0.157397067391727,0.148360449417633,0,0.0574128738472804,1,0.94258712615272,0
vg,frag,L11,znf-loop,path,100,0,0.00146306298059319,0.00981801428242341,87392,13023,87401,87392,1,87402,9,0,0.149018216770414,0.14900116702135,0,0.000102972472025812,0.999988558614219,0.999885586142194,1.14413857806458e-05
vg,frag,L11,znf-msa,nopath,100,0,0.00161118940423781,0.01,80183,12919,87402,80183,0,87402,7219,0,0.161118940423781,0.147811262900162,0,0.0825953639504817,1,0.917404636049518,0
vg,frag,L11,znf-msa,path,100,0,0.0014863438145513,0.0100170146945089,87140,12930,87401,87140,1,87402,261,0,0.14838191416112,0.14793711814375,0,0.00298620168874854,0.999988558614219,0.997002356925471,1.14413857806458e-05
vg,none,L11,allele-msa-dag,nopath,100,0,0.00125973976611892,0.00747762653230052,78929,13297,87402,78929,0,87402,8473,0,0.168467863522913,0.152136106725247,0,0.0969428617194115,1,0.903057138280589,0
vg,none,L11,allele-msa-dag,path,100,0,0.00145059044306115,0.00973207431291264,87392,13026,87402,87392,0,87402,10,0,0.149052544855364,0.149035491178692,0,0.000114413857806458,1,0.999885586142194,0
vg,none,L11,stacked,nopath,100,0,0.00148360449417633,0.01,87402,12967,87402,87402,0,87402,0,0,0.148360449417633,0.148360449417633,0,0,1,1,0
vg,none,L11,stacked,path,100,0,0.00146815862337246,0.00988597842835131,87402,12980,87402,87402,0,87402,0,0,0.148509187432782,0.148509187432782,0,0,1,1,0
vg,none,L11,znf-loop,nopath,100,0,0.00157384929112449,0.00999845774213448,82384,12968,87402,82384,0,87402,5018,0,0.157409205671004,0.148371890803414,0,0.0574128738472804,1,0.94258712615272,0
vg,none,L11,znf-loop,path,100,0,0.00144027553694232,0.00964964734743944,87393,13044,87402,87393,0,87402,9,0,0.149256805464969,0.149241436122743,0,0.000102972472025812,1,0.999897027527974,0
vg,none,L11,znf-msa,nopath,100,0,0.00161118940423781,0.01,80183,12919,87402,80183,0,87402,7219,0,0.161118940423781,0.147811262900162,0,0.0825953639504817,1,0.917404636049518,0
vg,none,L11,znf-msa,path,100,0,0.00148367918464787,0.01,87128,12927,87402,87128,0,87402,274,0,0.148367918464787,0.147902793986408,0,0.00313493970389694,1,0.996865060296103,0
vg,fixedfrag,L11,allele-msa,nopath,100,0,0,0,0,0,87402,0,0,87402,87402,0,NA,0,0,1,1,0,0
vg,fixedfrag,L11,allele-msa,path,100,0,0,0,0,0,87360,0,42,87402,87360,0,NA,0,0,0.999519461797213,0.999519461797213,0,0.000480538202787122
vg,frag,L11,allele-msa,nopath,100,0,0,0,0,0,87402,0,0,87402,87402,0,NA,0,0,1,1,0,0
vg,frag,L11,allele-msa,path,100,0,0,0,0,0,87401,0,1,87402,87401,0,NA,0,0,0.999988558614219,0.999988558614219,0,1.14413857806458e-05
vg,none,L11,allele-msa,nopath,100,0,0,0,0,0,87402,0,0,87402,87402,0,NA,0,0,1,1,0,0
vg,none,L11,allele-msa,path,100,0,0,0,0,0,87402,0,0,87402,87402,0,NA,0,0,1,1,0,0
ga,none,L12,allele-msa,nopath,100,0,-0.0512902495470314,-0.077681467511334,50445,33307,50445,50445,44731,95176,0,0,0.660263653483993,0.349951668487854,0,0,0.530018071782802,0.530018071782802,0.469981928217198
ga,none,L12,allele-msa,path,100,0,-0.0513829428387353,-0.077581938087399,50445,33410,50445,50445,44731,95176,0,0,0.662305481217167,0.351033874085904,0,0,0.530018071782802,0.530018071782802,0.469981928217198
ga,none,L12,allele-msa-dag,nopath,100,0,-0.0546040932639508,-0.0924919742352507,50445,29781,50445,50445,44731,95176,0,0,0.590365744870651,0.31290451374296,0,0,0.530018071782802,0.530018071782802,0.469981928217198
ga,none,L12,allele-msa-dag,path,100,0,-0.0546040932639508,-0.0924919742352507,50445,29781,50445,50445,44731,95176,0,0,0.590365744870651,0.31290451374296,0,0,0.530018071782802,0.530018071782802,0.469981928217198
ga,none,L12,stacked,nopath,100,0,-0.0156879983744672,-0.0281630276868327,50445,28100,50445,50445,44731,95176,0,0,0.55704232332243,0.295242498108767,0,0,0.530018071782802,0.530018071782802,0.469981928217198
ga,none,L12,stacked,path,100,0,-0.0156879983744672,-0.0281630276868327,50445,28100,50445,50445,44731,95176,0,0,0.55704232332243,0.295242498108767,0,0,0.530018071782802,0.530018071782802,0.469981928217198
ga,none,L12,znf-loop,nopath,100,0,-0.00366161165625929,-0.012247049462936,50445,15082,50445,50445,44731,95176,0,0,0.298979086133413,0.158464318735816,0,0,0.530018071782802,0.530018071782802,0.469981928217198
ga,none,L12,znf-loop,path,100,0,-0.00366161165625929,-0.012247049462936,50445,15082,50445,50445,44731,95176,0,0,0.298979086133413,0.158464318735816,0,0,0.530018071782802,0.530018071782802,0.469981928217198
ga,none,L12,znf-msa,nopath,100,0,0,0,6160,0,50445,6160,44731,95176,44285,0,0,0,0,0.465295872909137,0.530018071782802,0.0647221988736656,0.469981928217198
ga,none,L12,znf-msa,path,100,0,0,0,6160,0,50445,6160,44731,95176,44285,0,0,0,0,0.465295872909137,0.530018071782802,0.0647221988736656,0.469981928217198
mg,none,L12,allele-msa,nopath,100,0,-0.0170968650933427,-0.0335207182320442,14195,7240,36947,14195,10808,95176,70173,47421,0.510038746037337,0.0760695973774901,0.498245355972094,0.737297217785996,0.388196604185929,0.149144742372027,0.113558039841977
mg,none,L12,allele-msa,path,100,0,-0.0156661575059472,-0.0275910915104741,7987,4535,36947,7987,10808,95176,76381,47421,0.567797671215726,0.0476485668655964,0.498245355972094,0.802523745482054,0.388196604185929,0.0839182146759687,0.113558039841977
mg,none,L12,allele-msa-dag,nopath,100,0,-0.0161205267004087,-0.0211065275169212,36947,28219,36947,36947,10808,95176,47421,47421,0.763769724199529,0.296492813314281,0.498245355972094,0.498245355972094,0.388196604185929,0.388196604185929,0.113558039841977
mg,none,L12,allele-msa-dag,path,100,0,-0.0161205267004087,-0.0211065275169212,36947,28219,36947,36947,10808,95176,47421,47421,0.763769724199529,0.296492813314281,0.498245355972094,0.498245355972094,0.388196604185929,0.388196604185929,0.113558039841977
mg,none,L12,stacked,nopath,100,0,-0.000275916853871762,-0.00186537968892955,36947,5465,36947,36947,10808,95176,47421,47421,0.147914580344818,0.0574199377994452,0.498245355972094,0.498245355972094,0.388196604185929,0.388196604185929,0.113558039841977
mg,none,L12,stacked,path,100,0,-0.000275916853871762,-0.00186537968892955,36947,5465,36947,36947,10808,95176,47421,47421,0.147914580344818,0.0574199377994452,0.498245355972094,0.498245355972094,0.388196604185929,0.388196604185929,0.113558039841977
mg,none,L12,znf-loop,nopath,100,0,-0.016925514926787,-0.0179069640914037,36947,34922,36947,36947,10808,95176,47421,47421,0.945191761171408,0.366920231991258,0.498245355972094,0.498245355972094,0.388196604185929,0.388196604185929,0.113558039841977
mg,none,L12,znf-loop,path,100,0,-0.016925514926787,-0.0179069640914037,36947,34922,36947,36947,10808,95176,47421,47421,0.945191761171408,0.366920231991258,0.498245355972094,0.498245355972094,0.388196604185929,0.388196604185929,0.113558039841977
mg,none,L12,znf-msa,nopath,100,0,-2.95454545454545e-06,-0.0026,3520,4,36947,3520,10808,95176,80848,47421,0.00113636363636364,4.20274018660166e-05,0.498245355972094,0.849457846515928,0.388196604185929,0.0369841136420946,0.113558039841977
mg,none,L12,znf-msa,path,100,0,-2.95454545454545e-06,-0.0026,3520,4,36947,3520,10808,95176,80848,47421,0.00113636363636364,4.20274018660166e-05,0.498245355972094,0.849457846515928,0.388196604185929,0.0369841136420946,0.113558039841977
vg,fixedfrag,L12,allele-msa-dag,nopath,100,0,3.93750793852407e-05,0.000799718574108818,86603,4264,95176,86603,0,95176,8573,0,0.0492361696477027,0.0448012103891737,0,0.0900752290493402,1,0.90992477095066,0
vg,fixedfrag,L12,allele-msa-dag,path,100,0,0.000432326674871407,0.0114420935412027,95067,3592,95067,95067,109,95176,0,0,0.0377838787381531,0.0377406068756829,0,0,0.998854753299151,0.998854753299151,0.00114524670084895
vg,fixedfrag,L12,stacked,nopath,100,0,0.000425317306884088,0.0113357602912349,95176,3571,95176,95176,0,95176,0,0,0.0375199630158864,0.0375199630158864,0,0,1,1,0
vg,fixedfrag,L12,stacked,path,100,0,0.000387410983832455,0.0100628415300546,95067,3660,95067,95067,109,95176,0,0,0.0384991637476727,0.0384550727074052,0,0,0.998854753299151,0.998854753299151,0.00114524670084895
vg,fixedfrag,L12,znf-loop,nopath,100,0,0.000448718660170253,0.0113059284116331,90101,3576,95176,90101,0,95176,5075,0,0.0396887936870845,0.0375724972682189,0,0.0533222661175086,1,0.946677733882491,0
vg,fixedfrag,L12,znf-loop,path,100,0,0.000427908738047903,0.0112313638873551,95067,3622,95067,95067,109,95176,0,0,0.0380994456541176,0.0380558123896781,0,0,0.998854753299151,0.998854753299151,0.00114524670084895
vg,fixedfrag,L12,znf-msa,nopath,100,0,0.000459459767365027,0.0113413948256468,87777,3556,95176,87777,0,95176,7399,0,0.0405117513699488,0.0373623602588888,0,0.0777401866016643,1,0.922259813398336,0
vg,fixedfrag,L12,znf-msa,path,100,0,0.000432937898425297,0.0114709172259508,94748,3576,95067,94748,109,95176,319,0,0.0377422214716933,0.0375724972682189,0,0.00335168529881483,0.998854753299151,0.995503068000336,0.00114524670084895
vg,frag,L12,allele-msa-dag,nopath,100,0,3.93750793852407e-05,0.000799718574108818,86603,4264,95176,86603,0,95176,8573,0,0.0492361696477027,0.0448012103891737,0,0.0900752290493402,1,0.90992477095066,0
vg,frag,L12,allele-msa-dag,path,100,0,0.000394514213651411,0.0102680525164114,95155,3656,95168,95155,8,95176,13,0,0.0384215227786244,0.0384130453055392,0,0.000136589056064554,0.999915945196268,0.999779356140203,8.40548037320333e-05
vg,frag,L12,stacked,nopath,100,0,0.000425317306884088,0.0113357602912349,95176,3571,95176,95176,0,95176,0,0,0.0375199630158864,0.0375199630158864,0,0,1,1,0
vg,frag,L12,stacked,path,100,0,0.000410659493085621,0.0108075221238938,95164,3616,95168,95164,8,95176,4,0,0.0379975621033164,0.037992771286879,0,4.20274018660166e-05,0.999915945196268,0.999873917794402,8.40548037320333e-05
vg,frag,L12,znf-loop,nopath,100,0,0.000448718660170253,0.0113059284116331,90101,3576,95176,90101,0,95176,5075,0,0.0396887936870845,0.0375724972682189,0,0.0533222661175086,1,0.946677733882491,0
vg,frag,L12,znf-loop,path,100,0,0.000376963901003626,0.00958834536220262,95155,3741,95168,95155,8,95176,13,0,0.0393148021648889,0.0393061275951921,0,0.000136589056064554,0.999915945196268,0.999779356140203,8.40548037320333e-05
vg,frag,L12,znf-msa,nopath,100,0,0.000459459767365027,0.0113413948256468,87777,3556,95176,87777,0,95176,7399,0,0.0405117513699488,0.0373623602588888,0,0.0777401866016643,1,0.922259813398336,0
vg,frag,L12,znf-msa,path,100,0,0.00042604136999884,0.0113518830803822,94803,3558,95168,94803,8,95176,365,0,0.037530457896902,0.0373833739598218,0,0.00383500042027402,0.999915945196268,0.996080944775994,8.40548037320333e-05
vg,none,L12,allele-msa-dag,nopath,100,0,0.000130018590580003,0.00289460154241645,86603,3890,95176,86603,0,95176,8573,0,0.0449176125538376,0.0408716483147012,0,0.0900752290493402,1,0.90992477095066,0
vg,none,L12,allele-msa-dag,path,100,0,0.000402362262644095,0.01058612109483,95163,3617,95174,95163,2,95176,11,0,0.0380084696783414,0.0380032781373455,0,0.000115575355131546,0.999978986299067,0.999863410943935,2.10137009330083e-05
vg,none,L12,stacked,nopath,100,0,0.000425317306884088,0.0113357602912349,95176,3571,95176,95176,0,95176,0,0,0.0375199630158864,0.0375199630158864,0,0,1,1,0
vg,none,L12,stacked,path,100,0,0.000408427025323106,0.0107613510520487,95170,3612,95174,95170,2,95176,4,0,0.0379531364925922,0.037950743885013,0,4.20274018660166e-05,0.999978986299067,0.999936958897201,2.10137009330083e-05
vg,none,L12,znf-loop,nopath,100,0,0.000448718660170253,0.0113059284116331,90101,3576,95176,90101,0,95176,5075,0,0.0396887936870845,0.0375724972682189,0,0.0533222661175086,1,0.946677733882491,0
vg,none,L12,znf-loop,path,100,0,0.000374200056744743,0.00950613988254138,95163,3746,95174,95163,2,95176,11,0,0.0393640385443923,0.0393586618475246,0,0.000115575355131546,0.999978986299067,0.999863410943935,2.10137009330083e-05
vg,none,L12,znf-msa,nopath,100,0,0.000459459767365027,0.0113413948256468,87777,3556,95176,87777,0,95176,7399,0,0.0405117513699488,0.0373623602588888,0,0.0777401866016643,1,0.922259813398336,0
vg,none,L12,znf-msa,path,100,0,0.000425527426160338,0.0113410177115547,94800,3557,95174,94800,2,95176,374,0,0.0375210970464135,0.0373728671093553,0,0.00392956207447256,0.999978986299067,0.996049424224594,2.10137009330083e-05
vg,fixedfrag,L12,allele-msa,nopath,100,0,0,0,0,0,95176,0,0,95176,95176,0,NA,0,0,1,1,0,0
vg,fixedfrag,L12,allele-msa,path,100,0,0,0,0,0,95067,0,109,95176,95067,0,NA,0,0,0.998854753299151,0.998854753299151,0,0.00114524670084895
vg,frag,L12,allele-msa,nopath,100,0,0,0,0,0,95176,0,0,95176,95176,0,NA,0,0,1,1,0,0
vg,frag,L12,allele-msa,path,100,0,0,0,0,0,95168,0,8,95176,95168,0,NA,0,0,0.999915945196268,0.999915945196268,0,8.40548037320333e-05
vg,none,L12,allele-msa,nopath,100,0,0,0,0,0,95176,0,0,95176,95176,0,NA,0,0,1,1,0,0
vg,none,L12,allele-msa,path,100,0,0,0,0,0,95174,0,2,95176,95174,0,NA,0,0,0.999978986299067,0.999978986299067,0,2.10137009330083e-05
ga,none,L13,allele-msa,nopath,100,0,-0.0454694042129464,-0.065129641856984,66984,46764,66984,66984,27472,94456,0,0,0.698136868505912,0.495087659862793,0,0,0.709155585669518,0.709155585669518,0.290844414330482
ga,none,L13,allele-msa,path,100,0,-0.045548643940344,-0.0650914250357349,66984,46873,66984,66984,27472,94456,0,0,0.699764122775588,0.496241636317439,0,0,0.709155585669518,0.709155585669518,0.290844414330482
ga,none,L13,allele-msa-dag,nopath,100,0,-0.0447471791636809,-0.0700805482604629,66984,42770,66984,66984,27472,94456,0,0,0.63851068911979,0.452803421698992,0,0,0.709155585669518,0.709155585669518,0.290844414330482
ga,none,L13,allele-msa-dag,path,100,0,-0.0447471791636809,-0.0700805482604629,66984,42770,66984,66984,27472,94456,0,0,0.63851068911979,0.452803421698992,0,0,0.709155585669518,0.709155585669518,0.290844414330482
ga,none,L13,stacked,nopath,100,0,-0.000762352136331064,-0.00118256207447548,66984,43182,66984,66984,27472,94456,0,0,0.644661411680401,0.457165240958753,0,0,0.709155585669518,0.709155585669518,0.290844414330482
ga,none,L13,stacked,path,100,0,-0.000762352136331064,-0.00118256207447548,66984,43182,66984,66984,27472,94456,0,0,0.644661411680401,0.457165240958753,0,0,0.709155585669518,0.709155585669518,0.290844414330482
ga,none,L13,znf-loop,nopath,100,0,0.0119131085453243,0.0285362488485195,66984,27964,66984,66984,27472,94456,0,0,0.417472829332378,0.296053188786313,0,0,0.709155585669518,0.709155585669518,0.290844414330482
ga,none,L13,znf-loop,path,100,0,0.0119131085453243,0.0285362488485195,66984,27964,66984,66984,27472,94456,0,0,0.417472829332378,0.296053188786313,0,0,0.709155585669518,0.709155585669518,0.290844414330482
ga,none,L13,znf-msa,nopath,100,0,0,0,6110,0,66984,6110,27472,94456,60874,0,0,0,0,0.644469382569662,0.709155585669518,0.064686203099856,0.290844414330482
ga,none,L13,znf-msa,path,100,0,0,0,6110,0,66984,6110,27472,94456,60874,0,0,0,0,0.644469382569662,0.709155585669518,0.064686203099856,0.290844414330482
