Aligner,Frag,Allele,Graph,Path,Coverage,Error,MeanDiff,MeanDiffNo0,NumReads,NumReadsNo0,PropReadsDiff,NumReadsNoMapRef,NumReadsNoMapGraph
vg,none,C,allele-msa-dag,path,100,0,0.000375700672182079,0.0284372652141247,2115647,27951,0.0132115612859801,0,1950
vg,none,C,stacked,nopath,100,0,0.000350543067623725,0.0273965676324045,2117600,27095,0.0127951454476766,0,0
vg,none,C,stacked,path,100,0,0.000372454793772064,0.0282275397621436,2115693,27916,0.0131947309935799,0,1904
vg,none,C,znf-loop,nopath,100,0,0.000357441923155603,0.0271166467239566,2092228,27579,0.0131816417713557,0,25372
vg,none,C,znf-loop,path,100,0,0.000375004549362593,0.0283444678646708,2115681,27991,0.0132302554118508,0,1916
vg,none,C,znf-msa,nopath,100,0,0.000351218523488265,0.0274446229128535,2091917,26771,0.0127973528586459,0,25683
vg,none,C,znf-msa,path,100,0,0.000376658366658646,0.028676888744916,2115259,27783,0.0131345617723409,0,2338
vg,fixedfrag,C,allele-msa,nopath,100,0,0,0,0,0,0,0,2117600
vg,fixedfrag,C,allele-msa,path,100,0,0,0,0,0,0,0,2117490
vg,frag,C,allele-msa,nopath,100,0,0,0,0,0,0,0,2117600
vg,frag,C,allele-msa,path,100,0,0,0,0,0,0,0,2117591
vg,none,C,allele-msa,nopath,100,0,0,0,0,0,0,0,2117600
vg,none,C,allele-msa,path,100,0,0,0,0,0,0,0,2117597
ga,none,D,allele-msa,nopath,100,0,-0.00241912620229188,-0.0629134626060927,2111197,81179,0.0384516461514487,0,0
ga,none,D,allele-msa,path,100,0,-0.00241796055484164,-0.0628204660287965,2111197,81260,0.0384900130115759,0,0
ga,none,D,allele-msa-dag,nopath,100,0,-0.0023539152684946,-0.0648998844644979,2111197,76573,0.0362699454385356,0,0
ga,none,D,allele-msa-dag,path,100,0,-0.0023539152684946,-0.0648998844644979,2111197,76573,0.0362699454385356,0,0
ga,none,D,stacked,nopath,100,0,-0.000185890714793551,-0.00556306409151476,2111197,70546,0.0334151668461067,0,0
ga,none,D,stacked,path,100,0,-0.000185890714793551,-0.00556306409151476,2111197,70546,0.0334151668461067,0,0
ga,none,D,znf-loop,nopath,100,0,0.0010500575474482,0.0406662204938181,2111197,54514,0.0258213705305568,0,0
ga,none,D,znf-loop,path,100,0,0.0010500575474482,0.0406662204938181,2111197,54514,0.0258213705305568,0,0
ga,none,D,znf-msa,nopath,100,0,0,0,2008438,0,0,0,102759
ga,none,D,znf-msa,path,100,0,0,0,2008438,0,0,0,102759
mg,none,D,allele-msa,nopath,100,0,-0.000881634718314391,-0.00514561326842059,854765,146453,0.171337151146806,0,24923
mg,none,D,allele-msa,path,100,0,-0.000764934009936828,-0.00454130810636764,848158,142863,0.168439135161137,0,31530
mg,none,D,allele-msa-dag,nopath,100,0,-0.00131480684060712,-0.00691456361755932,879688,167273,0.190150371495348,0,0
mg,none,D,allele-msa-dag,path,100,0,-0.00131480684060712,-0.00691456361755932,879688,167273,0.190150371495348,0,0
mg,none,D,stacked,nopath,100,0,-0.00039498742736061,-0.00220795386668361,879688,157370,0.178892971144315,0,0
mg,none,D,stacked,path,100,0,-0.00039498742736061,-0.00220795386668361,879688,157370,0.178892971144315,0,0
mg,none,D,znf-loop,nopath,100,0,-0.000833601345022326,-0.00568346521991862,879688,129025,0.146671319831577,0,0
mg,none,D,znf-loop,path,100,0,-0.000833601345022326,-0.00568346521991862,879688,129025,0.146671319831577,0,0
mg,none,D,znf-msa,nopath,100,0,-0.000451480243197259,-0.00288057754936271,840470,131729,0.156732542505979,0,39218
mg,none,D,znf-msa,path,100,0,-0.000451480243197259,-0.00288057754936271,840470,131729,0.156732542505979,0,39218
vg,fixedfrag,D,allele-msa-dag,nopath,100,0,-1.13923718775251e-06,-9.55617752898839e-05,2097895,25010,0.0119214736676526,0,19705
vg,fixedfrag,D,allele-msa-dag,path,100,0,0.000134464345673439,0.012545382446246,2117513,22696,0.0107182340793185,0,0
vg,fixedfrag,D,stacked,nopath,100,0,0.000138538911975822,0.0129786763404707,2117600,22604,0.0106743483188515,0,0
vg,fixedfrag,D,stacked,path,100,0,0.000130133793747665,0.0121907626968678,2117513,22604,0.0106747868844253,0,0
vg,fixedfrag,D,znf-loop,nopath,100,0,0.000140216463975644,0.0129786763404707,2092265,22604,0.0108036027941011,0,25335
vg,fixedfrag,D,znf-loop,path,100,0,0.00013781261319293,0.012871383203952,2117513,22672,0.0107069000284768,0,0
vg,fixedfrag,D,znf-msa,nopath,100,0,0.000139513228565365,0.0129790545648597,2091988,22487,0.0107491056354052,0,25612
vg,fixedfrag,D,znf-msa,path,100,0,0.000135961786165197,0.012742363877822,2117139,22590,0.0106700599252104,0,374
vg,frag,D,allele-msa-dag,nopath,100,0,-1.13923718775251e-06,-9.55617752898839e-05,2097895,25010,0.0119214736676526,0,19705
vg,frag,D,allele-msa-dag,path,100,0,0.000133784133863553,0.0124488628865526,2115348,22733,0.0107466951064317,0,2252
vg,frag,D,stacked,nopath,100,0,0.000138538911975822,0.0129786763404707,2117600,22604,0.0106743483188515,0,0
vg,frag,D,stacked,path,100,0,0.000134311248307046,0.0125367338834223,2115385,22663,0.0107134162339243,0,2215
vg,frag,D,znf-loop,nopath,100,0,0.000140216463975644,0.0129786763404707,2092265,22604,0.0108036027941011,0,25335
vg,frag,D,znf-loop,path,100,0,0.0001363394412924,0.012695219649617,2115382,22718,0.0107394314596607,0,2218
vg,frag,D,znf-msa,nopath,100,0,0.000139513228565365,0.0129790545648597,2091988,22487,0.0107491056354052,0,25612
vg,frag,D,znf-msa,path,100,0,0.000138808568065849,0.0130397121535181,2114783,22512,0.0106450638197867,0,2817
vg,none,D,allele-msa-dag,nopath,100,0,2.66934236460836e-06,0.000227300401834639,2097895,24637,0.0117436763994385,0,19705
vg,none,D,allele-msa-dag,path,100,0,0.000134669662267017,0.0125523196898268,2115547,22697,0.0107286673375727,0,2053
vg,none,D,stacked,nopath,100,0,0.000138538911975822,0.0129786763404707,2117600,22604,0.0106743483188515,0,0
vg,none,D,stacked,path,100,0,0.000134336429090029,0.0125446921209446,2115584,22655,0.0107086270268635,0,2016
vg,none,D,znf-loop,nopath,100,0,0.000140216463975644,0.0129786763404707,2092265,22604,0.0108036027941011,0,25335
vg,none,D,znf-loop,path,100,0,0.000136066769428133,0.0126765897481064,2115579,22708,0.0107337045792192,0,2021
vg,none,D,znf-msa,nopath,100,0,0.000139513228565365,0.0129790545648597,2091988,22487,0.0107491056354052,0,25612
vg,none,D,znf-msa,path,100,0,0.000138413670406584,0.0130069308690243,2115109,22508,0.0106415319494173,0,2491
vg,fixedfrag,D,allele-msa,nopath,100,0,0,0,0,0,0,0,2117600
vg,fixedfrag,D,allele-msa,path,100,0,0,0,0,0,0,0,2117513
vg,frag,D,allele-msa,nopath,100,0,0,0,0,0,0,0,2117600
vg,frag,D,allele-msa,path,100,0,0,0,0,0,0,0,2117600
vg,none,D,allele-msa,nopath,100,0,0,0,0,0,0,0,2117600
vg,none,D,allele-msa,path,100,0,0,0,0,0,0,0,2117600
ga,none,E,allele-msa,nopath,100,0,-0.00130575588423955,-0.0709826850369474,2067200,38027,0.0183954140866873,0,0
ga,none,E,allele-msa,path,100,0,-0.00130558442526122,-0.0709733642911616,2067200,38027,0.0183954140866873,0,0
ga,none,E,allele-msa-dag,nopath,100,0,-0.00128107887848297,-0.0669560643608414,2067200,39552,0.0191331269349845,0,0
ga,none,E,allele-msa-dag,path,100,0,-0.00128107887848297,-0.0669560643608414,2067200,39552,0.0191331269349845,0,0
ga,none,E,stacked,nopath,100,0,-0.00048131152873452,-0.0281581206226121,2067200,35335,0.017093169504644,0,0
ga,none,E,stacked,path,100,0,-0.00048131152873452,-0.0281581206226121,2067200,35335,0.017093169504644,0,0
ga,none,E,znf-loop,nopath,100,0,0.000438384795327012,0.0369874310803641,2067200,24501,0.0118522639318885,0,0
ga,none,E,znf-loop,path,100,0,0.000438384795327012,0.0369874310803641,2067200,24501,0.0118522639318885,0,0
ga,none,E,znf-msa,nopath,100,0,0,0,2008651,0,0,0,58549
ga,none,E,znf-msa,path,100,0,0,0,2008651,0,0,0,58549
mg,none,E,allele-msa,nopath,100,0,-0.000742203180184983,-0.00400735386629218,849699,157373,0.185210292115208,0,6335
mg,none,E,allele-msa,path,100,0,-0.000755950304682149,-0.00407281113879748,849738,157719,0.185608975943173,0,6296
mg,none,E,allele-msa-dag,nopath,100,0,-0.000837473862019499,-0.00440606297131689,856034,162709,0.190073057845833,0,0
mg,none,E,allele-msa-dag,path,100,0,-0.000837473862019499,-0.00440606297131689,856034,162709,0.190073057845833,0,0
mg,none,E,stacked,nopath,100,0,-0.000538040428300745,-0.00288145805571717,856034,159843,0.186725059985935,0,0
mg,none,E,stacked,path,100,0,-0.000538040428300745,-0.00288145805571717,856034,159843,0.186725059985935,0,0
mg,none,E,znf-loop,nopath,100,0,-0.000508712504409872,-0.00340169821195622,856034,128017,0.149546630157213,0,0
mg,none,E,znf-loop,path,100,0,-0.000508712504409872,-0.00340169821195622,856034,128017,0.149546630157213,0,0
mg,none,E,znf-msa,nopath,100,0,-0.000422281396826905,-0.00242846494913679,841765,146373,0.173888199200489,0,14269
mg,none,E,znf-msa,path,100,0,-0.000422281396826905,-0.00242846494913679,841765,146373,0.173888199200489,0,14269
