Aligner,Frag,Allele,Graph,Path,Coverage,Error,MeanDiff,MeanDiffNo0,NumReads,NumReadsNo0,MeanDiffPos,MeanDiffNeg,NumReadsPos,NumReadsNeg,PropReadsDiff,PropPos,PropNeg,NumReadsNoMapRef,NumReadsNoMapGraph
vg,fixedfrag,A,znf-loop,nopath,100,0.01,-0.000294348317196645,-0.368127990430622,2091094,1672,0.0101010101010101,-0.527196261682243,495,1177,0.000799581463100176,0.000236718196312552,0.000562863266787624,0,18106
vg,fixedfrag,A,znf-loop,path,100,0,1.85852455907452e-06,0.0257894736842105,2109200,152,0.144943820224719,-0.142539682539683,89,63,7.20652380049308e-05,4.21960933055187e-05,2.98691446994121e-05,0,0
vg,fixedfrag,A,znf-loop,path,100,0.001,2.02446425184904e-06,0.0218974358974359,2109200,195,0.101145038167939,-0.1403125,131,64,9.24521145457994e-05,6.21088564384601e-05,3.03432581073393e-05,0,0
vg,fixedfrag,A,znf-loop,path,100,0.01,4.22909159871042e-06,0.0134135338345865,2109200,665,0.0305236486486486,-0.125342465753425,592,73,0.000315285416271572,0.000280675137492888,3.46102787786839e-05,0,0
vg,fixedfrag,A,znf-msa,nopath,100,0,0,0,2083633,0,0,0,0,0,0,0,0,0,25567
vg,fixedfrag,A,znf-msa,nopath,100,0.001,-1.36244291771947e-06,-0.00747368421052632,2084491,380,0.0100282485875706,-0.245769230769231,354,26,0.000182298700258241,0.000169825631293203,1.24730689650375e-05,0,24709
vg,fixedfrag,A,znf-msa,nopath,100,0.01,-1.25750591788601e-05,-0.00662799495586381,2089851,3965,0.0104270557029178,-0.336358974358974,3770,195,0.00189726444612559,0.00180395635861121,9.3308087514373e-05,0,19349
vg,fixedfrag,A,znf-msa,path,100,0,1.18544313761192e-06,0.0138888888888889,2108916,180,0.161724137931034,-0.2540625,116,64,8.53519059080589e-05,5.50045615851935e-05,3.03473443228654e-05,0,284
vg,fixedfrag,A,znf-msa,path,100,0.001,2.06263878358365e-06,0.0075,2108949,580,0.0446837944664032,-0.246756756756757,506,74,0.000275018504477823,0.000239929936665135,3.50885678126877e-05,0,251
vg,fixedfrag,A,znf-msa,path,100,0.01,1.37308255611456e-05,0.00668822170900693,2109123,4330,0.0145166666666667,-0.246230769230769,4200,130,0.00205298600413537,0.00199134901093962,6.16369931957501e-05,0,77
vg,frag,A,allele-msa-dag,nopath,100,0,-0.000143455784031924,-0.122048045602606,2089494,2456,0,-0.122048045602606,0,2456,0.00117540418876532,0,0.00117540418876532,0,19706
vg,frag,A,allele-msa-dag,nopath,100,0.001,-0.000196934292253934,-0.135740191229805,2090545,3033,0.0100460829493088,-0.146974431818182,217,2816,0.00145081784893413,0.00010380068355381,0.00134701716538032,0,18655
vg,frag,A,allele-msa-dag,nopath,100,0.01,-0.000516472312799888,-0.149017611447441,2097034,7268,0.0101979762428509,-0.221469469469469,2273,4995,0.00346584747791404,0.0010839118488303,0.00238193562908374,0,12166
vg,frag,A,allele-msa-dag,path,100,0,-4.19584137061619e-06,-0.0685271317829457,2106848,129,0.246,-0.0812096774193548,5,124,6.12289068789016e-05,2.37321344491867e-06,5.88556934339829e-05,0,2352
vg,frag,A,allele-msa-dag,path,100,0.001,-3.80131057419246e-06,-0.0213031914893617,2107168,376,0.015,-0.0839130434782609,238,138,0.000178438548801045,0.000112947804826193,6.54907439748516e-05,0,2032
vg,frag,A,allele-msa-dag,path,100,0.01,9.8641591468262e-07,0.000761625778103259,2108644,2731,0.0108742004264392,-0.0606735751295337,2345,386,0.00129514512644145,0.00111208909612054,0.000183056030320908,0,556
vg,frag,A,stacked,nopath,100,0,0,0,2109200,0,0,0,0,0,0,0,0,0,0
vg,frag,A,stacked,nopath,100,0.001,2.03868765408686e-07,0.01,2109200,43,0.01,0,43,0,2.03868765408686e-05,2.03868765408686e-05,0,0,0
vg,frag,A,stacked,nopath,100,0.01,1.75896157735709e-06,0.00661319073083779,2109199,561,0.0101035196687371,-0.015,483,78,0.000265977747950762,0.000228996884599319,3.69808633514429e-05,0,1
vg,frag,A,stacked,path,100,0,-4.69411147684151e-06,-0.106344086021505,2106895,93,0.246,-0.126363636363636,5,88,4.41407853737372e-05,2.37316050396436e-06,4.17676248697728e-05,0,2305
vg,frag,A,stacked,path,100,0.001,-6.71980182279371e-06,-0.0632142857142857,2107205,224,0.0345833333333333,-0.0898863636363636,48,176,0.000106301949739109,2.27789892298092e-05,8.35229605093002e-05,0,1995
vg,frag,A,stacked,path,100,0.01,-1.46540992352837e-05,-0.0275892857142857,2108625,1120,0.0134232365145228,-0.0585736677115987,482,638,0.00053115181694232,0.000228584978362677,0.000302566838579643,0,575
vg,frag,A,znf-loop,nopath,100,0,-4.31830929554461e-08,-0.01,2084149,9,0,-0.01,0,9,4.31830929554461e-06,0,4.31830929554461e-06,0,25051
vg,frag,A,znf-loop,nopath,100,0.001,-3.70830969277911e-05,-0.394489795918367,2085047,196,0.01,-0.508169934640523,43,153,9.4002677157877e-05,2.06230363152485e-05,7.33796408426285e-05,0,24153
vg,frag,A,znf-loop,nopath,100,0.01,-0.000294348317196645,-0.368127990430622,2091094,1672,0.0101010101010101,-0.527196261682243,495,1177,0.000799581463100176,0.000236718196312552,0.000562863266787624,0,18106
vg,frag,A,znf-loop,path,100,0,-2.76712353474163e-06,-0.0322099447513812,2106881,181,0.246,-0.0401136363636364,5,176,8.59089810957524e-05,2.37317627336333e-06,8.35358048223891e-05,0,2319
vg,frag,A,znf-loop,path,100,0.001,-5.49545201516517e-06,-0.0256194690265487,2107197,452,0.0351063829787234,-0.0326666666666667,47,405,0.000214502962940817,2.23045116332265e-05,0.00019219845130759,0,2003
vg,frag,A,znf-loop,path,100,0.01,-1.18653777572065e-05,-0.0121574344023324,2108656,2058,0.0132860040567951,-0.0201725239616613,493,1565,0.000975977115281013,0.000233798210803469,0.000742178904477544,0,544
vg,frag,A,znf-msa,nopath,100,0,0,0,2083633,0,0,0,0,0,0,0,0,0,25567
vg,frag,A,znf-msa,nopath,100,0.001,-1.36244291771947e-06,-0.00747368421052632,2084491,380,0.0100282485875706,-0.245769230769231,354,26,0.000182298700258241,0.000169825631293203,1.24730689650375e-05,0,24709
vg,frag,A,znf-msa,nopath,100,0.01,-1.25750591788601e-05,-0.00662799495586381,2089851,3965,0.0104270557029178,-0.336358974358974,3770,195,0.00189726444612559,0.00180395635861121,9.3308087514373e-05,0,19349
vg,frag,A,znf-msa,path,100,0,5.83941051388233e-07,0.246,2106377,5,0.246,0,5,0,2.3737441113343e-06,2.3737441113343e-06,0,0,2823
vg,frag,A,znf-msa,path,100,0.001,2.3258441152821e-07,0.00116945107398568,2106762,419,0.0129974811083123,-0.212272727272727,397,22,0.000198883404959839,0.000188440839544286,1.04425654155524e-05,0,2438
vg,frag,A,znf-msa,path,100,0.01,9.02997486878319e-06,0.00453873659117998,2108533,4195,0.0108042043510144,-0.241923076923077,4091,104,0.00198953490412529,0.00194021151198487,4.93233921404123e-05,0,667
vg,none,A,allele-msa-dag,nopath,100,0,-0.000139526603091466,-0.140568948891032,2089494,2074,0,-0.140568948891032,0,2074,0.000992584807613709,0,0.000992584807613709,0,19706
vg,none,A,allele-msa-dag,nopath,100,0.001,-0.000190878455139688,-0.152363497518137,2090545,2619,0.0100456621004566,-0.167183333333333,219,2400,0.00125278336510336,0.000104757371881495,0.00114802599322186,0,18655
vg,none,A,allele-msa-dag,nopath,100,0.01,-0.000494985529541528,-0.156207674943567,2097031,6645,0.010196335078534,-0.243824948311509,2292,4353,0.00316876574547539,0.00109297382823621,0.00207579191723918,0,12169
vg,none,A,allele-msa-dag,path,100,0,-3.46937952211789e-06,-0.0696190476190476,2107005,105,0.41,-0.0742307692307692,1,104,4.98337687855511e-05,4.74607321767153e-07,4.93591614637839e-05,0,2195
vg,none,A,allele-msa-dag,path,100,0.001,-3.3550024415117e-06,-0.0199717514124294,2107301,354,0.0117521367521368,-0.0818333333333333,234,120,0.000167987392403838,0.000111042513622876,5.6944878780962e-05,0,1899
vg,none,A,allele-msa-dag,path,100,0.01,2.9070194798759e-06,0.00231408078520196,2108689,2649,0.0104182671788306,-0.0597385620915033,2343,306,0.0012562307670785,0.00111111690723478,0.000145113859843723,0,511
vg,none,A,stacked,nopath,100,0,0,0,2109200,0,0,0,0,0,0,0,0,0,0
vg,none,A,stacked,nopath,100,0.001,2.03868765408686e-07,0.01,2109200,43,0.01,0,43,0,2.03868765408686e-05,2.03868765408686e-05,0,0,0
vg,none,A,stacked,nopath,100,0.01,1.91067793982455e-06,0.00734061930783242,2109199,549,0.0101028806584362,-0.013968253968254,486,63,0.000260288384358233,0.000230419225497452,2.98691588607808e-05,0,1
vg,none,A,stacked,path,100,0,-3.76832490364431e-06,-0.113428571428571,2107037,70,0.41,-0.121014492753623,1,69,3.32220079666375e-05,4.74600113809107e-07,3.27474078528284e-05,0,2163
vg,none,A,stacked,path,100,0.001,-5.64696146019984e-06,-0.0592039800995025,2107328,201,0.0190909090909091,-0.0811464968152866,44,157,9.53814498739636e-05,2.08795213654448e-05,7.45019285085188e-05,0,1872
vg,none,A,stacked,path,100,0.01,-1.36342123408828e-05,-0.0264003673094582,2108666,1089,0.0112159329140461,-0.055718954248366,477,612,0.000516440251799005,0.000226209366490473,0.000290230885308532,0,534
vg,none,A,znf-loop,nopath,100,0,-4.31830929554461e-08,-0.01,2084149,9,0,-0.01,0,9,4.31830929554461e-06,0,4.31830929554461e-06,0,25051
vg,none,A,znf-loop,nopath,100,0.001,-3.7625051137936e-05,-0.406476683937824,2085047,193,0.01,-0.525866666666667,43,150,9.25638606707667e-05,2.06230363152485e-05,7.19408243555181e-05,0,24153
vg,none,A,znf-loop,nopath,100,0.01,-0.00029820290154479,-0.385395550061805,2091093,1618,0.0101010101010101,-0.559723953695459,495,1123,0.000773758029891545,0.000236718309515646,0.000537039720375899,0,18107
vg,none,A,znf-loop,path,100,0,-3.50256213844234e-06,-0.0344859813084112,2107029,214,0.41,-0.0365727699530516,1,213,0.000101564809976512,4.74601915778093e-07,0.000101090208060734,0,2171
vg,none,A,znf-loop,path,100,0.001,-6.45369167772732e-06,-0.0274747474747475,2107321,495,0.0193023255813953,-0.0319247787610619,43,452,0.000234895395623163,2.04050545692849e-05,0.000214490341053878,0,1879
vg,none,A,znf-loop,path,100,0.01,-1.24911615784389e-05,-0.0127926177756192,2108691,2059,0.0111270491803279,-0.0202227880330999,488,1571,0.000976435143887843,0.000231423190974875,0.000745011952912968,0,509
vg,none,A,znf-msa,nopath,100,0,0,0,2083633,0,0,0,0,0,0,0,0,0,25567
vg,none,A,znf-msa,nopath,100,0.001,-1.29048290445966e-06,-0.00732970027247956,2084491,367,0.0100282485875706,-0.48,354,13,0.000176062165775722,0.000169825631293203,6.23653448251875e-06,0,24709
vg,none,A,znf-msa,nopath,100,0.01,-1.23118825217682e-05,-0.00655541401273885,2089851,3925,0.0104269424555821,-0.422402597402597,3771,154,0.00187812432560982,0.00180443486162411,7.368946398571e-05,0,19349
vg,none,A,znf-msa,path,100,0,1.94623178671196e-07,0.41,2106635,1,0.41,0,1,0,4.7469067968585e-07,4.7469067968585e-07,0,0,2565
vg,none,A,znf-msa,path,100,0.001,-1.56622125865343e-07,-0.000795180722891566,2106982,415,0.0110432569974555,-0.212272727272727,393,22,0.000196964188588227,0.000186522713530538,1.04414750576891e-05,0,2218
vg,none,A,znf-msa,path,100,0.01,9.21468848851603e-06,0.00464166268514095,2108590,4186,0.0105433186490455,-0.2365,4086,100,0.00198521286736634,0.00193778781081196,4.74250565543799e-05,0,610
vg,fixedfrag,A,allele-msa,nopath,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2109200
vg,fixedfrag,A,allele-msa,nopath,100,0.001,0,0,0,0,0,0,0,0,0,0,0,0,2109200
vg,fixedfrag,A,allele-msa,nopath,100,0.01,0,0,0,0,0,0,0,0,0,0,0,0,2109200
vg,fixedfrag,A,allele-msa,path,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2109200
vg,fixedfrag,A,allele-msa,path,100,0.001,0,0,0,0,0,0,0,0,0,0,0,0,2109200
vg,fixedfrag,A,allele-msa,path,100,0.01,0,0,0,0,0,0,0,0,0,0,0,0,2109200
vg,frag,A,allele-msa,nopath,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2109200
vg,frag,A,allele-msa,nopath,100,0.001,0,0,0,0,0,0,0,0,0,0,0,0,2109200
vg,frag,A,allele-msa,nopath,100,0.01,0,0,0,0,0,0,0,0,0,0,0,0,2109200
vg,frag,A,allele-msa,path,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2109200
vg,frag,A,allele-msa,path,100,0.001,0,0,0,0,0,0,0,0,0,0,0,0,2109200
vg,frag,A,allele-msa,path,100,0.01,0,0,0,0,0,0,0,0,0,0,0,0,2109200
vg,none,A,allele-msa,nopath,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2109200
vg,none,A,allele-msa,nopath,100,0.001,0,0,0,0,0,0,0,0,0,0,0,0,2109200
vg,none,A,allele-msa,nopath,100,0.01,0,0,0,0,0,0,0,0,0,0,0,0,2109200
vg,none,A,allele-msa,path,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2109200
vg,none,A,allele-msa,path,100,0.001,0,0,0,0,0,0,0,0,0,0,0,0,2109200
vg,none,A,allele-msa,path,100,0.01,0,0,0,0,0,0,0,0,0,0,0,0,2109200
ga,none,B,allele-msa,nopath,100,0,-0.00175852124777167,-0.0471448383938785,2109200,78674,0.0705531435878507,-0.0845259224719477,18964,59710,0.0373003982552627,0.00899108666793097,0.0283093115873317,0,0
ga,none,B,allele-msa,nopath,100,0.001,-0.00176398929238574,-0.0473076686396175,2109200,78647,0.0704047084615793,-0.084398985698878,18844,59803,0.0372875971932486,0.00893419305897971,0.0283534041342689,0,0
ga,none,B,allele-msa,nopath,100,0.01,-0.00175726364988981,-0.0472378771382325,2109176,78462,0.06800601929929,-0.0823176042257946,18310,60152,0.0372003095047545,0.00868111527914219,0.0285191942256123,1,22
ga,none,B,allele-msa,path,100,0,-0.00175956564536317,-0.0471279109474406,2109200,78749,0.0705531435878507,-0.0844567311900978,18964,59785,0.0373359567608572,0.00899108666793097,0.0283448700929262,0,0
ga,none,B,allele-msa,path,100,0.001,-0.0017706679975147,-0.0473879429228153,2109199,78811,0.0704022209259358,-0.0843790349611511,18835,59976,0.0373653695075714,0.00892993027210804,0.0284354392354633,0,1
ga,none,B,allele-msa,path,100,0.01,-0.0018216244995126,-0.0482888809890027,2109164,79565,0.06799576495062,-0.0828411879535043,18226,61339,0.0377234771691533,0.00864133846396013,0.0290821387051931,1,34
ga,none,B,allele-msa-dag,nopath,100,0,-0.00156323768751185,-0.0442307455966195,2109200,74545,0.0757577326876734,-0.094445896359796,21993,52552,0.0353427839939313,0.0104271761805424,0.024915607813389,0,0
ga,none,B,allele-msa-dag,nopath,100,0.001,-0.00154676861141942,-0.0437787967807732,2109197,74521,0.0753784396271632,-0.0939299367214521,22074,52447,0.0353314555254915,0.0104655942522202,0.0248658612732713,0,3
ga,none,B,allele-msa-dag,nopath,100,0.01,-0.00139902587759716,-0.039930889971311,2109134,73896,0.0714450656556944,-0.0893897193246307,22724,51172,0.0350361807263076,0.0107740902190188,0.0242620905072888,1,64
ga,none,B,allele-msa-dag,path,100,0,-0.00156323768751185,-0.0442307455966195,2109200,74545,0.0757577326876734,-0.094445896359796,21993,52552,0.0353427839939313,0.0104271761805424,0.024915607813389,0,0
ga,none,B,allele-msa-dag,path,100,0.001,-0.00154676861141942,-0.0437787967807732,2109197,74521,0.0753784396271632,-0.0939299367214521,22074,52447,0.0353314555254915,0.0104655942522202,0.0248658612732713,0,3
ga,none,B,allele-msa-dag,path,100,0.01,-0.00139902587759716,-0.039930889971311,2109134,73896,0.0714450656556944,-0.0893897193246307,22724,51172,0.0350361807263076,0.0107740902190188,0.0242620905072888,1,64
ga,none,B,stacked,nopath,100,0,-2.20085811682154e-05,-0.000714480297363439,2109200,64971,0.0622381946396531,-0.0447792114498025,26752,38219,0.0308036222264366,0.0126834818888678,0.0181201403375687,0,0
ga,none,B,stacked,nopath,100,0.001,-4.78929668547317e-05,-0.00156074109188387,2109200,64723,0.0617862915908747,-0.0452887389992426,26432,38291,0.0306860421012706,0.0125317655983311,0.0181542765029395,0,0
ga,none,B,stacked,nopath,100,0.01,-0.00023779919986099,-0.00800800091245829,2109196,62633,0.0575531424038102,-0.0488495081281095,24041,38592,0.0296952013942754,0.011398182056101,0.0182970193381744,1,2
ga,none,B,stacked,path,100,0,-2.20085811682154e-05,-0.000714480297363439,2109200,64971,0.0622381946396531,-0.0447792114498025,26752,38219,0.0308036222264366,0.0126834818888678,0.0181201403375687,0,0
ga,none,B,stacked,path,100,0.001,-4.78929668547317e-05,-0.00156074109188387,2109200,64723,0.0617862915908747,-0.0452887389992426,26432,38291,0.0306860421012706,0.0125317655983311,0.0181542765029395,0,0
ga,none,B,stacked,path,100,0.01,-0.00023779919986099,-0.00800800091245829,2109196,62633,0.0575531424038102,-0.0488495081281095,24041,38592,0.0296952013942754,0.011398182056101,0.0182970193381744,1,2
ga,none,B,znf-loop,nopath,100,0,0.00147065057035843,0.0619252197600367,2109200,50091,0.0918817101254726,-0.0185422032526308,36502,13589,0.0237488147164802,0.0173060876161578,0.0064427271003224,0,0
ga,none,B,znf-loop,nopath,100,0.001,0.00144801805212877,0.0610209521398174,2109200,50051,0.0912198257794122,-0.0187222621268548,36303,13748,0.0237298501801631,0.0172117390479803,0.00651811113218282,0,0
ga,none,B,znf-loop,nopath,100,0.01,0.00126779731412349,0.0536868178557661,2109196,49808,0.0860629206174127,-0.0193832917903616,34515,15293,0.0236146854061927,0.0163640553082786,0.00725063009791409,1,2
ga,none,B,znf-loop,path,100,0,0.00147065057035843,0.0619252197600367,2109200,50091,0.0918817101254726,-0.0185422032526308,36502,13589,0.0237488147164802,0.0173060876161578,0.0064427271003224,0,0
ga,none,B,znf-loop,path,100,0.001,0.00144801805212877,0.0610209521398174,2109200,50051,0.0912198257794122,-0.0187222621268548,36303,13748,0.0237298501801631,0.0172117390479803,0.00651811113218282,0,0
ga,none,B,znf-loop,path,100,0.01,0.00126779731412349,0.0536868178557661,2109196,49808,0.0860629206174127,-0.0193832917903616,34515,15293,0.0236146854061927,0.0163640553082786,0.00725063009791409,1,2
ga,none,B,znf-msa,nopath,100,0,0,0,2008914,0,0,0,0,0,0,0,0,0,100286
ga,none,B,znf-msa,nopath,100,0.001,-1.4074990081612e-06,-0.0382096989189189,2008895,74,0.0102984962222222,-0.113481036206897,45,29,3.68361711289042e-05,2.24003743351444e-05,1.44357967937598e-05,0,100305
ga,none,B,znf-msa,nopath,100,0.01,-6.86795149687868e-06,-0.0112889170703764,2008613,1222,0.00958991942731278,-0.0375707796487985,681,541,0.000608380011480559,0.000339039924564861,0.000269340086915698,1,100585
ga,none,B,znf-msa,path,100,0,0,0,2008914,0,0,0,0,0,0,0,0,0,100286
ga,none,B,znf-msa,path,100,0.001,-1.4074990081612e-06,-0.0382096989189189,2008895,74,0.0102984962222222,-0.113481036206897,45,29,3.68361711289042e-05,2.24003743351444e-05,1.44357967937598e-05,0,100305
ga,none,B,znf-msa,path,100,0.01,-6.86795149687868e-06,-0.0112889170703764,2008613,1222,0.00958991942731278,-0.0375707796487985,681,541,0.000608380011480559,0.000339039924564861,0.000269340086915698,1,100585
vg,fixedfrag,B,allele-msa-dag,nopath,100,0,-0.000136042797744091,-0.119726200505476,2089269,2374,0,-0.119726200505476,0,2374,0.00113628259453426,0,0.00113628259453426,0,19931
vg,fixedfrag,B,allele-msa-dag,nopath,100,0.001,-0.000190612602036154,-0.134064602960969,2090313,2972,0.01,-0.146605705925384,238,2734,0.00142179664002472,0.00011385854654303,0.00130793809348169,0,18887
vg,fixedfrag,B,allele-msa-dag,nopath,100,0.01,-0.000517573542595765,-0.148985586822237,2097016,7285,0.0102909579230081,-0.219431795684023,2234,5051,0.0034739839848623,0.00106532329748557,0.00240866068737673,0,12184
vg,fixedfrag,B,allele-msa-dag,path,100,0,-3.46102787786841e-07,-0.00347619047619048,2109200,210,0.17528,-0.266352941176471,125,85,9.9563815664707e-05,5.9264175990897e-05,4.029963967381e-05,0,0
vg,fixedfrag,B,allele-msa-dag,path,100,0.001,8.39180732031133e-07,0.00382289416846652,2109200,463,0.0645502645502646,-0.266235294117647,378,85,0.000219514507870283,0.000179214868196473,4.029963967381e-05,0,0
vg,fixedfrag,B,allele-msa-dag,path,100,0.01,1.06675516783615e-05,0.00877535101404056,2109200,2564,0.0181748280048563,-0.240967741935484,2471,93,0.00121562677792528,0.00117153423098805,4.40925469372274e-05,0,0
vg,fixedfrag,B,stacked,nopath,100,0,0,0,2109200,0,0,0,0,0,0,0,0,0,0
vg,fixedfrag,B,stacked,nopath,100,0.001,2.22833301725772e-07,0.01,2109200,47,0.01,0,47,0,2.22833301725773e-05,2.22833301725773e-05,0,0,0
vg,fixedfrag,B,stacked,nopath,100,0.01,1.15683726381437e-06,0.00384251968503937,2109199,635,0.01058,-0.0211111111111111,500,135,0.000301062156771362,0.000237056816355403,6.40053404159589e-05,0,1
vg,fixedfrag,B,stacked,path,100,0,-7.49099184524941e-07,-0.00574545454545455,2109200,275,0.187435897435897,-0.14879746835443,117,158,0.000130381187179973,5.54712687274796e-05,7.49099184524938e-05,0,0
vg,fixedfrag,B,stacked,path,100,0.001,-7.72804854921301e-07,-0.00503086419753086,2109200,324,0.141069182389937,-0.145818181818182,159,165,0.000153612744168405,7.5384031860421e-05,7.82287123079841e-05,0,0
vg,fixedfrag,B,stacked,path,100,0.01,1.38915228522663e-06,0.00387566137566138,2109200,756,0.0445644599303136,-0.124450549450549,574,182,0.000358429736392945,0.000272141096150199,8.62886402427461e-05,0,0
vg,fixedfrag,B,znf-loop,nopath,100,0,-4.79856119940993e-08,-0.01,2083958,10,0,-0.01,0,10,4.79856119940997e-06,0,4.79856119940997e-06,0,25242
vg,fixedfrag,B,znf-loop,nopath,100,0.001,-3.21036603353113e-05,-0.378135593220339,2084809,177,0.01,-0.522558139534884,48,129,8.48998637285238e-05,2.30236918585827e-05,6.18761718699411e-05,0,24391
vg,fixedfrag,B,znf-loop,nopath,100,0.01,-0.000278173170559054,-0.356366421568627,2090748,1632,0.0106007751937984,-0.526039426523297,516,1116,0.000780581877873374,0.00024680162315114,0.000533780254722233,0,18452
vg,fixedfrag,B,znf-loop,path,100,0,1.50293950312914e-06,0.0226428571428571,2109200,140,0.14297619047619,-0.157857142857143,84,56,6.63758771098047e-05,3.98255262658828e-05,2.65503508439219e-05,0,0
vg,fixedfrag,B,znf-loop,path,100,0.001,1.71629053669637e-06,0.0188541666666667,2109200,192,0.093984962406015,-0.150508474576271,133,59,9.10297743220178e-05,6.30570832543144e-05,2.79726910677034e-05,0,0
vg,fixedfrag,B,znf-loop,path,100,0.01,3.70282571591125e-06,0.0116393442622951,2109200,671,0.0279207920792079,-0.140153846153846,606,65,0.000318130096719135,0.000287312725203869,3.08173715152665e-05,0,0
vg,fixedfrag,B,znf-msa,nopath,100,0,0,0,2083541,0,0,0,0,0,0,0,0,0,25659
vg,fixedfrag,B,znf-msa,nopath,100,0.001,-2.35089451536311e-06,-0.011864406779661,2084313,413,0.01,-0.2721875,381,32,0.000198146823437747,0.000182794042929253,1.53527805084937e-05,0,24887
vg,fixedfrag,B,znf-msa,nopath,100,0.01,-9.4368560912944e-06,-0.00503189589180913,2089679,3919,0.0104472843450479,-0.361717791411043,3756,163,0.00187540765830541,0.00179740524740881,7.80024108966018e-05,0,19521
vg,fixedfrag,B,znf-msa,path,100,0,2.4894624610399e-06,0.0276315789473684,2108889,190,0.17856,-0.262615384615385,125,65,9.00948319233492e-05,5.92729157390455e-05,3.08219161843037e-05,0,311
vg,fixedfrag,B,znf-msa,path,100,0.001,3.41880341880344e-06,0.011610305958132,2108925,621,0.0487292817679558,-0.246794871794872,543,78,0.000294462818734663,0.000257477150681034,3.69856680536292e-05,0,275
vg,fixedfrag,B,znf-msa,path,100,0.01,1.82588604783148e-05,0.00895998138669148,2109113,4298,0.0152234169653524,-0.223008849557522,4185,113,0.00203782348314197,0.00198424645810822,5.35770250337464e-05,0,87
vg,frag,B,allele-msa-dag,nopath,100,0,-0.000136042797744091,-0.119726200505476,2089269,2374,0,-0.119726200505476,0,2374,0.00113628259453426,0,0.00113628259453426,0,19931
vg,frag,B,allele-msa-dag,nopath,100,0.001,-0.000190612602036154,-0.134064602960969,2090313,2972,0.01,-0.146605705925384,238,2734,0.00142179664002472,0.00011385854654303,0.00130793809348169,0,18887
vg,frag,B,allele-msa-dag,nopath,100,0.01,-0.000517573542595765,-0.148985586822237,2097016,7285,0.0102909579230081,-0.219431795684023,2234,5051,0.0034739839848623,0.00106532329748557,0.00240866068737673,0,12184
vg,frag,B,allele-msa-dag,path,100,0,-4.16702657499842e-06,-0.0696825396825397,2107018,126,0.215,-0.079016393442623,4,122,5.98001535819817e-05,1.89841757403117e-06,5.79017360079506e-05,0,2182
vg,frag,B,allele-msa-dag,path,100,0.001,-3.07979224452318e-06,-0.016225,2107285,400,0.0146923076923077,-0.0736428571428571,260,140,0.000189817703822691,0.000123381507484749,6.64361963379419e-05,0,1915
vg,frag,B,allele-msa-dag,path,100,0.01,5.50115524260088e-07,0.000429788810670619,2108648,2699,0.0108102253032929,-0.060843989769821,2308,391,0.00127996706894655,0.00109454019826922,0.000185426870677325,0,552
vg,frag,B,stacked,nopath,100,0,0,0,2109200,0,0,0,0,0,0,0,0,0,0
vg,frag,B,stacked,nopath,100,0.001,2.22833301725772e-07,0.01,2109200,47,0.01,0,47,0,2.22833301725773e-05,2.22833301725773e-05,0,0,0
vg,frag,B,stacked,nopath,100,0.01,1.15683726381437e-06,0.00384251968503937,2109199,635,0.01058,-0.0211111111111111,500,135,0.000301062156771362,0.000237056816355403,6.40053404159589e-05,0,1
vg,frag,B,stacked,path,100,0,-5.48633565458487e-06,-0.116767676767677,2107053,99,0.215,-0.130736842105263,4,95,4.69850544813064e-05,1.89838603964874e-06,4.50866684416576e-05,0,2147
vg,frag,B,stacked,path,100,0.001,-7.04693543725878e-06,-0.0665919282511211,2107299,223,0.0334615384615385,-0.0970175438596491,52,171,0.000105822666835603,2.46761375580779e-05,8.11465292775254e-05,0,1901
vg,frag,B,stacked,path,100,0.01,-1.42793594727971e-05,-0.0254092827004219,2108638,1185,0.0129841897233202,-0.054020618556701,506,679,0.000561974127375111,0.000239965323588022,0.000322008803787089,0,562
vg,frag,B,znf-loop,nopath,100,0,-4.79856119940993e-08,-0.01,2083958,10,0,-0.01,0,10,4.79856119940997e-06,0,4.79856119940997e-06,0,25242
vg,frag,B,znf-loop,nopath,100,0.001,-3.21036603353113e-05,-0.378135593220339,2084809,177,0.01,-0.522558139534884,48,129,8.48998637285238e-05,2.30236918585827e-05,6.18761718699411e-05,0,24391
vg,frag,B,znf-loop,nopath,100,0.01,-0.000278173170559054,-0.356366421568627,2090748,1632,0.0106007751937984,-0.526039426523297,516,1116,0.000780581877873374,0.00024680162315114,0.000533780254722233,0,18452
vg,frag,B,znf-loop,path,100,0,-1.44752347716971e-06,-0.0185975609756098,2107047,164,0.215,-0.0244375,4,160,7.78340492642072e-05,1.89839144546847e-06,7.59356578187387e-05,0,2153
vg,frag,B,znf-loop,path,100,0.001,-3.01806855001737e-06,-0.0163917525773196,2107308,388,0.0321818181818182,-0.0244144144144144,55,333,0.000184121163114267,2.60996494105276e-05,0.00015802151370374,0,1892
vg,frag,B,znf-loop,path,100,0.01,-1.12014211862409e-05,-0.0120694941236587,2108661,1957,0.0128707224334601,-0.0212368972746331,526,1431,0.000928077106751631,0.000249447398135594,0.000678629708616036,0,539
